# Generated: 2026-07-28T14:57:42.405618
# Sample: sample1
# Scanpy: 1.11.5
# Random seed: 0
# n_cells: 10062
	sample	region_annotation	leiden_0_6	leiden_0_8
cellid_000011903-1	sample1	Region 4	6	5
cellid_000011904-1	sample1	Region 4	0	0
cellid_000011906-1	sample1	Region 4	1	4
cellid_000011910-1	sample1	Region 4	0	0
cellid_000011913-1	sample1	Region 4	1	4
cellid_000011914-1	sample1	Region 4	1	4
cellid_000011924-1	sample1	Region 4	6	5
cellid_000011927-1	sample1	Region 4	6	5
cellid_000011928-1	sample1	Region 4	1	4
cellid_000011930-1	sample1	Region 4	0	0
cellid_000011941-1	sample1	Region 4	0	0
cellid_000011943-1	sample1	Region 4	1	4
cellid_000011945-1	sample1	Region 4	0	0
cellid_000011946-1	sample1	Region 4	6	5
cellid_000011952-1	sample1	Region 4	0	0
cellid_000011953-1	sample1	Region 4	6	5
cellid_000011954-1	sample1	Region 4	1	4
cellid_000011958-1	sample1	Region 4	0	0
cellid_000011962-1	sample1	Region 4	1	5
cellid_000011965-1	sample1	Region 4	0	0
cellid_000011968-1	sample1	Region 4	1	7
cellid_000011973-1	sample1	Region 4	0	0
cellid_000011974-1	sample1	Region 4	1	4
cellid_000011978-1	sample1	Region 4	1	4
cellid_000011980-1	sample1	Region 4	1	4
cellid_000011982-1	sample1	Region 4	3	10
cellid_000011984-1	sample1	Region 4	1	4
cellid_000011995-1	sample1	Region 4	0	0
cellid_000012004-1	sample1	Region 4	3	10
cellid_000012006-1	sample1	Region 4	0	0
cellid_000012009-1	sample1	Region 4	0	0
cellid_000012012-1	sample1	Region 4	3	10
cellid_000012023-1	sample1	Region 4	1	4
cellid_000012025-1	sample1	Region 4	0	0
cellid_000012028-1	sample1	Region 4	0	0
cellid_000012037-1	sample1	Region 4	0	0
cellid_000012042-1	sample1	Region 4	1	4
cellid_000012046-1	sample1	Region 4	1	4
cellid_000012049-1	sample1	Region 4	1	4
cellid_000012051-1	sample1	Region 4	3	10
cellid_000012053-1	sample1	Region 4	6	5
cellid_000012062-1	sample1	Region 4	1	4
cellid_000012066-1	sample1	Region 4	3	10
cellid_000012073-1	sample1	Region 4	0	0
cellid_000012074-1	sample1	Region 4	6	5
cellid_000012082-1	sample1	Region 4	1	5
cellid_000012083-1	sample1	Region 4	1	4
cellid_000012088-1	sample1	Region 4	1	4
cellid_000012090-1	sample1	Region 4	1	4
cellid_000012091-1	sample1	Region 4	1	4
cellid_000012093-1	sample1	Region 4	1	4
cellid_000012097-1	sample1	Region 4	7	6
cellid_000012098-1	sample1	Region 4	1	4
cellid_000012103-1	sample1	Region 4	1	4
cellid_000012104-1	sample1	Region 4	1	7
cellid_000012112-1	sample1	Region 4	1	4
cellid_000012114-1	sample1	Region 4	1	4
cellid_000012120-1	sample1	Region 4	1	4
cellid_000012125-1	sample1	Region 4	1	4
cellid_000012138-1	sample1	Region 4	0	0
cellid_000012140-1	sample1	Region 4	6	5
cellid_000012144-1	sample1	Region 4	1	4
cellid_000012145-1	sample1	Region 4	1	4
cellid_000012149-1	sample1	Region 4	1	4
cellid_000012150-1	sample1	Region 4	1	5
cellid_000012155-1	sample1	Region 4	0	0
cellid_000012157-1	sample1	Region 4	1	4
cellid_000012159-1	sample1	Region 4	1	4
cellid_000012161-1	sample1	Region 4	0	0
cellid_000012165-1	sample1	Region 4	1	4
cellid_000012168-1	sample1	Region 4	1	4
cellid_000012178-1	sample1	Region 4	4	2
cellid_000012179-1	sample1	Region 4	1	4
cellid_000012180-1	sample1	Region 4	1	4
cellid_000012184-1	sample1	Region 4	1	4
cellid_000012196-1	sample1	Region 4	1	4
cellid_000012200-1	sample1	Region 4	0	6
cellid_000012205-1	sample1	Region 4	1	4
cellid_000012207-1	sample1	Region 4	1	4
cellid_000012209-1	sample1	Region 4	0	0
cellid_000012213-1	sample1	Region 4	1	4
cellid_000012222-1	sample1	Region 4	1	4
cellid_000012226-1	sample1	Region 4	1	4
cellid_000012228-1	sample1	Region 4	0	0
cellid_000012235-1	sample1	Region 4	1	4
cellid_000012236-1	sample1	Region 4	1	4
cellid_000012244-1	sample1	Region 4	0	0
cellid_000012245-1	sample1	Region 4	1	4
cellid_000012248-1	sample1	Region 4	1	4
cellid_000012251-1	sample1	Region 4	1	4
cellid_000012252-1	sample1	Region 4	1	4
cellid_000012255-1	sample1	Region 4	7	6
cellid_000012256-1	sample1	Region 4	3	10
cellid_000012257-1	sample1	Region 4	1	4
cellid_000012259-1	sample1	Region 4	3	10
cellid_000012260-1	sample1	Region 4	1	4
cellid_000012262-1	sample1	Region 4	1	4
cellid_000012263-1	sample1	Region 4	0	0
cellid_000012264-1	sample1	Region 4	1	4
cellid_000012266-1	sample1	Region 4	1	4
cellid_000012270-1	sample1	Region 4	0	0
cellid_000012278-1	sample1	Region 4	6	5
cellid_000012279-1	sample1	Region 4	7	6
cellid_000012284-1	sample1	Region 4	0	0
cellid_000012288-1	sample1	Region 4	1	4
cellid_000012291-1	sample1	Region 4	1	4
cellid_000012295-1	sample1	Region 4	3	10
cellid_000012298-1	sample1	Region 4	6	5
cellid_000012300-1	sample1	Region 4	1	4
cellid_000012303-1	sample1	Region 4	1	4
cellid_000012305-1	sample1	Region 4	1	4
cellid_000012307-1	sample1	Region 4	7	6
cellid_000012308-1	sample1	Region 4	1	4
cellid_000012310-1	sample1	Region 4	1	4
cellid_000012314-1	sample1	Region 4	1	4
cellid_000012315-1	sample1	Region 4	1	4
cellid_000012317-1	sample1	Region 4	3	10
cellid_000012318-1	sample1	Region 4	1	4
cellid_000012320-1	sample1	Region 4	1	4
cellid_000012323-1	sample1	Region 4	1	4
cellid_000012325-1	sample1	Region 4	1	4
cellid_000012327-1	sample1	Region 4	1	4
cellid_000012330-1	sample1	Region 4	1	4
cellid_000012341-1	sample1	Region 4	7	6
cellid_000012344-1	sample1	Region 4	3	10
cellid_000012346-1	sample1	Region 4	0	0
cellid_000012349-1	sample1	Region 4	1	7
cellid_000012356-1	sample1	Region 4	0	6
cellid_000012357-1	sample1	Region 4	1	4
cellid_000012369-1	sample1	Region 4	1	7
cellid_000012372-1	sample1	Region 4	1	4
cellid_000012373-1	sample1	Region 4	1	4
cellid_000012378-1	sample1	Region 4	1	7
cellid_000012381-1	sample1	Region 4	1	4
cellid_000012390-1	sample1	Region 4	3	10
cellid_000012393-1	sample1	Region 4	0	0
cellid_000012396-1	sample1	Region 4	1	4
cellid_000012398-1	sample1	Region 4	0	0
cellid_000012399-1	sample1	Region 4	1	4
cellid_000012400-1	sample1	Region 4	7	6
cellid_000012401-1	sample1	Region 4	1	4
cellid_000012407-1	sample1	Region 4	1	4
cellid_000012409-1	sample1	Region 4	1	7
cellid_000012416-1	sample1	Region 4	1	7
cellid_000012427-1	sample1	Region 4	1	4
cellid_000012428-1	sample1	Region 4	1	4
cellid_000012433-1	sample1	Region 4	1	4
cellid_000012437-1	sample1	Region 4	0	0
cellid_000012439-1	sample1	Region 4	1	4
cellid_000012443-1	sample1	Region 4	1	4
cellid_000012447-1	sample1	Region 4	1	4
cellid_000012450-1	sample1	Region 4	1	7
cellid_000012452-1	sample1	Region 4	4	2
cellid_000012454-1	sample1	Region 4	1	7
cellid_000012460-1	sample1	Region 4	6	5
cellid_000012461-1	sample1	Region 4	1	4
cellid_000012463-1	sample1	Region 4	1	4
cellid_000012464-1	sample1	Region 4	1	4
cellid_000012467-1	sample1	Region 4	1	4
cellid_000012468-1	sample1	Region 4	6	5
cellid_000012469-1	sample1	Region 4	7	6
cellid_000012470-1	sample1	Region 4	1	7
cellid_000012474-1	sample1	Region 4	1	7
cellid_000012475-1	sample1	Region 4	1	4
cellid_000012477-1	sample1	Region 4	7	6
cellid_000012479-1	sample1	Region 4	1	4
cellid_000012485-1	sample1	Region 4	1	7
cellid_000012492-1	sample1	Region 4	1	4
cellid_000012493-1	sample1	Region 4	1	4
cellid_000012500-1	sample1	Region 4	1	4
cellid_000012502-1	sample1	Region 4	3	10
cellid_000012505-1	sample1	Region 4	1	4
cellid_000012509-1	sample1	Region 4	1	5
cellid_000012510-1	sample1	Region 4	7	6
cellid_000012511-1	sample1	Region 4	1	7
cellid_000012514-1	sample1	Region 4	1	7
cellid_000012517-1	sample1	Region 4	3	10
cellid_000012528-1	sample1	Region 4	1	7
cellid_000012531-1	sample1	Region 4	1	4
cellid_000012534-1	sample1	Region 4	1	4
cellid_000012540-1	sample1	Region 4	1	4
cellid_000012549-1	sample1	Region 4	3	10
cellid_000012553-1	sample1	Region 4	1	4
cellid_000012556-1	sample1	Region 4	1	6
cellid_000012557-1	sample1	Region 4	7	6
cellid_000012558-1	sample1	Region 4	1	4
cellid_000012559-1	sample1	Region 4	1	4
cellid_000012560-1	sample1	Region 4	1	7
cellid_000012561-1	sample1	Region 4	0	0
cellid_000012565-1	sample1	Region 4	7	6
cellid_000012566-1	sample1	Region 4	1	4
cellid_000012567-1	sample1	Region 4	3	10
cellid_000012569-1	sample1	Region 4	7	6
cellid_000012571-1	sample1	Region 4	7	6
cellid_000012572-1	sample1	Region 4	1	4
cellid_000012573-1	sample1	Region 4	1	7
cellid_000012577-1	sample1	Region 4	1	4
cellid_000012581-1	sample1	Region 4	1	4
cellid_000012589-1	sample1	Region 4	1	4
cellid_000012592-1	sample1	Region 4	1	4
cellid_000012595-1	sample1	Region 4	1	4
cellid_000012599-1	sample1	Region 4	3	10
cellid_000012600-1	sample1	Region 4	1	4
cellid_000012601-1	sample1	Region 4	1	4
cellid_000012608-1	sample1	Region 4	3	10
cellid_000012609-1	sample1	Region 4	1	4
cellid_000012612-1	sample1	Region 4	1	4
cellid_000012618-1	sample1	Region 4	1	4
cellid_000012627-1	sample1	Region 4	3	10
cellid_000012628-1	sample1	Region 4	7	6
cellid_000012629-1	sample1	Region 4	1	4
cellid_000012634-1	sample1	Region 4	3	10
cellid_000012635-1	sample1	Region 4	4	2
cellid_000012640-1	sample1	Region 4	3	10
cellid_000012641-1	sample1	Region 4	0	0
cellid_000012643-1	sample1	Region 4	1	4
cellid_000012646-1	sample1	Region 4	7	6
cellid_000012657-1	sample1	Region 4	6	5
cellid_000012661-1	sample1	Region 4	1	4
cellid_000012663-1	sample1	Region 4	1	7
cellid_000012665-1	sample1	Region 4	1	7
cellid_000012666-1	sample1	Region 4	1	4
cellid_000012672-1	sample1	Region 4	1	4
cellid_000012673-1	sample1	Region 4	1	4
cellid_000012676-1	sample1	Region 4	1	4
cellid_000012679-1	sample1	Region 4	1	4
cellid_000012683-1	sample1	Region 4	1	4
cellid_000012684-1	sample1	Region 4	0	0
cellid_000012687-1	sample1	Region 4	0	0
cellid_000012692-1	sample1	Region 4	1	7
cellid_000012695-1	sample1	Region 4	6	5
cellid_000012696-1	sample1	Region 4	1	4
cellid_000012697-1	sample1	Region 4	1	4
cellid_000012700-1	sample1	Region 4	1	4
cellid_000012702-1	sample1	Region 4	1	4
cellid_000012703-1	sample1	Region 4	6	5
cellid_000012704-1	sample1	Region 4	1	4
cellid_000012709-1	sample1	Region 4	1	4
cellid_000012715-1	sample1	Region 4	1	7
cellid_000012716-1	sample1	Region 4	1	7
cellid_000012717-1	sample1	Region 4	1	4
cellid_000012723-1	sample1	Region 4	7	6
cellid_000012724-1	sample1	Region 4	0	10
cellid_000012728-1	sample1	Region 4	1	4
cellid_000012736-1	sample1	Region 4	0	0
cellid_000012750-1	sample1	Region 4	3	10
cellid_000012752-1	sample1	Region 4	1	4
cellid_000012753-1	sample1	Region 4	3	10
cellid_000012754-1	sample1	Region 4	7	6
cellid_000012760-1	sample1	Region 4	3	10
cellid_000012764-1	sample1	Region 4	1	4
cellid_000012766-1	sample1	Region 4	3	10
cellid_000012770-1	sample1	Region 4	7	6
cellid_000012771-1	sample1	Region 4	7	6
cellid_000012774-1	sample1	Region 4	0	4
cellid_000012776-1	sample1	Region 4	3	10
cellid_000012783-1	sample1	Region 4	1	4
cellid_000012785-1	sample1	Region 4	3	10
cellid_000012786-1	sample1	Region 4	6	5
cellid_000012802-1	sample1	Region 4	3	10
cellid_000012812-1	sample1	Region 4	14	15
cellid_000012817-1	sample1	Region 4	3	10
cellid_000012821-1	sample1	Region 4	3	8
cellid_000012838-1	sample1	Region 4	14	15
cellid_000012844-1	sample1	Region 4	6	5
cellid_000012857-1	sample1	Region 4	3	10
cellid_000012867-1	sample1	Region 4	3	10
cellid_000012887-1	sample1	Region 4	3	10
cellid_000012897-1	sample1	Region 4	14	15
cellid_000012904-1	sample1	Region 4	3	10
cellid_000012911-1	sample1	Region 4	3	10
cellid_000012919-1	sample1	Region 4	3	10
cellid_000012936-1	sample1	Region 4	6	5
cellid_000012945-1	sample1	Region 4	0	0
cellid_000012952-1	sample1	Region 4	14	15
cellid_000012971-1	sample1	Region 4	14	15
cellid_000013007-1	sample1	Region 4	14	15
cellid_000013017-1	sample1	Region 4	3	10
cellid_000013020-1	sample1	Region 4	3	10
cellid_000013032-1	sample1	Region 4	6	5
cellid_000013041-1	sample1	Region 4	14	15
cellid_000013065-1	sample1	Region 4	3	10
cellid_000013066-1	sample1	Region 4	6	5
cellid_000013099-1	sample1	Region 4	14	15
cellid_000013113-1	sample1	Region 4	0	10
cellid_000013139-1	sample1	Region 4	3	10
cellid_000013154-1	sample1	Region 4	14	15
cellid_000013166-1	sample1	Unlabeled	10	12
cellid_000013174-1	sample1	Region 4	3	10
cellid_000013178-1	sample1	Region 4	0	0
cellid_000013180-1	sample1	Region 4	14	15
cellid_000013184-1	sample1	Region 4	6	5
cellid_000013187-1	sample1	Region 4	3	10
cellid_000013195-1	sample1	Region 4	1	7
cellid_000013208-1	sample1	Region 4	3	10
cellid_000013212-1	sample1	Region 4	3	10
cellid_000013220-1	sample1	Region 4	3	10
cellid_000013232-1	sample1	Region 4	3	10
cellid_000013236-1	sample1	Region 3	10	12
cellid_000013241-1	sample1	Region 4	14	15
cellid_000013251-1	sample1	Region 4	0	0
cellid_000013257-1	sample1	Region 4	14	15
cellid_000013272-1	sample1	Region 4	14	15
cellid_000013322-1	sample1	Region 4	14	15
cellid_000013327-1	sample1	Region 4	6	5
cellid_000013352-1	sample1	Region 4	0	0
cellid_000013368-1	sample1	Region 4	0	0
cellid_000013371-1	sample1	Region 4	14	15
cellid_000013372-1	sample1	Region 4	3	10
cellid_000013374-1	sample1	Region 4	3	10
cellid_000013377-1	sample1	Region 4	3	10
cellid_000013386-1	sample1	Region 4	14	15
cellid_000013399-1	sample1	Region 4	3	10
cellid_000013402-1	sample1	Region 4	3	10
cellid_000013407-1	sample1	Region 4	3	10
cellid_000013421-1	sample1	Region 4	14	15
cellid_000013429-1	sample1	Region 4	3	10
cellid_000013440-1	sample1	Region 4	14	15
cellid_000013451-1	sample1	Region 4	3	10
cellid_000013452-1	sample1	Region 4	14	15
cellid_000013468-1	sample1	Region 4	7	6
cellid_000013492-1	sample1	Region 4	14	15
cellid_000013504-1	sample1	Region 4	3	10
cellid_000013511-1	sample1	Region 4	7	6
cellid_000013514-1	sample1	Region 4	3	10
cellid_000013516-1	sample1	Region 4	6	5
cellid_000013531-1	sample1	Region 4	14	15
cellid_000013536-1	sample1	Region 4	1	7
cellid_000013547-1	sample1	Region 4	0	0
cellid_000013553-1	sample1	Region 4	6	5
cellid_000013555-1	sample1	Region 4	14	15
cellid_000013559-1	sample1	Unlabeled	10	12
cellid_000013569-1	sample1	Region 4	3	10
cellid_000013576-1	sample1	Region 4	3	10
cellid_000013586-1	sample1	Region 4	3	10
cellid_000013594-1	sample1	Region 4	6	5
cellid_000013607-1	sample1	Region 4	1	7
cellid_000013615-1	sample1	Region 4	3	10
cellid_000013618-1	sample1	Region 4	3	10
cellid_000013637-1	sample1	Region 4	3	10
cellid_000013645-1	sample1	Region 4	3	10
cellid_000013655-1	sample1	Region 4	3	10
cellid_000013674-1	sample1	Region 4	0	4
cellid_000013679-1	sample1	Unlabeled	10	12
cellid_000013681-1	sample1	Region 4	3	10
cellid_000013696-1	sample1	Region 4	3	10
cellid_000013709-1	sample1	Region 4	14	15
cellid_000013712-1	sample1	Region 4	10	12
cellid_000013714-1	sample1	Region 4	14	15
cellid_000013768-1	sample1	Region 4	0	0
cellid_000013770-1	sample1	Region 4	3	10
cellid_000013774-1	sample1	Region 4	3	10
cellid_000013784-1	sample1	Region 4	1	7
cellid_000013799-1	sample1	Region 4	3	10
cellid_000013853-1	sample1	Region 4	14	15
cellid_000013869-1	sample1	Region 4	14	15
cellid_000013875-1	sample1	Region 4	14	15
cellid_000013890-1	sample1	Region 4	3	10
cellid_000013900-1	sample1	Region 4	14	15
cellid_000013911-1	sample1	Region 4	3	10
cellid_000013943-1	sample1	Region 4	14	15
cellid_000013951-1	sample1	Region 4	3	10
cellid_000013965-1	sample1	Region 4	14	15
cellid_000013980-1	sample1	Region 4	14	15
cellid_000013981-1	sample1	Region 4	14	15
cellid_000013990-1	sample1	Region 3	5	3
cellid_000013998-1	sample1	Region 3	5	3
cellid_000014006-1	sample1	Region 3	5	3
cellid_000014007-1	sample1	Region 3	5	3
cellid_000014015-1	sample1	Region 3	6	5
cellid_000014016-1	sample1	Region 3	5	3
cellid_000014017-1	sample1	Region 3	5	3
cellid_000014030-1	sample1	Region 3	5	3
cellid_000014031-1	sample1	Region 3	5	3
cellid_000014032-1	sample1	Region 3	5	3
cellid_000014038-1	sample1	Region 3	10	12
cellid_000014039-1	sample1	Region 3	5	3
cellid_000014040-1	sample1	Region 3	5	3
cellid_000014043-1	sample1	Region 3	6	5
cellid_000014048-1	sample1	Region 3	5	3
cellid_000014052-1	sample1	Region 3	0	0
cellid_000014057-1	sample1	Region 3	0	0
cellid_000014062-1	sample1	Region 3	5	3
cellid_000014064-1	sample1	Region 3	5	3
cellid_000014065-1	sample1	Region 3	10	12
cellid_000014067-1	sample1	Region 3	5	3
cellid_000014071-1	sample1	Region 3	6	5
cellid_000014075-1	sample1	Region 3	10	12
cellid_000014077-1	sample1	Region 3	0	0
cellid_000014079-1	sample1	Region 3	6	5
cellid_000014082-1	sample1	Region 3	5	3
cellid_000014085-1	sample1	Region 3	5	3
cellid_000014092-1	sample1	Region 3	10	12
cellid_000014094-1	sample1	Region 3	5	3
cellid_000014095-1	sample1	Region 3	5	3
cellid_000014099-1	sample1	Region 3	5	3
cellid_000014101-1	sample1	Region 3	5	3
cellid_000014103-1	sample1	Region 3	5	3
cellid_000014104-1	sample1	Region 3	5	3
cellid_000014105-1	sample1	Region 3	5	3
cellid_000014114-1	sample1	Region 3	6	5
cellid_000014116-1	sample1	Region 3	5	3
cellid_000014118-1	sample1	Region 3	5	3
cellid_000014133-1	sample1	Region 3	5	3
cellid_000014151-1	sample1	Region 3	10	12
cellid_000014156-1	sample1	Region 3	5	3
cellid_000014163-1	sample1	Region 3	6	5
cellid_000014170-1	sample1	Region 3	5	3
cellid_000014178-1	sample1	Region 3	5	3
cellid_000014181-1	sample1	Region 3	1	7
cellid_000014189-1	sample1	Region 3	5	3
cellid_000014202-1	sample1	Region 3	6	5
cellid_000014203-1	sample1	Region 3	7	6
cellid_000014206-1	sample1	Region 3	5	3
cellid_000014225-1	sample1	Region 3	5	3
cellid_000014227-1	sample1	Region 3	0	0
cellid_000014228-1	sample1	Region 3	0	0
cellid_000014236-1	sample1	Region 3	6	5
cellid_000014244-1	sample1	Region 3	6	5
cellid_000014249-1	sample1	Region 3	5	3
cellid_000014252-1	sample1	Region 3	5	3
cellid_000014254-1	sample1	Region 3	5	3
cellid_000014256-1	sample1	Region 3	5	3
cellid_000014273-1	sample1	Region 3	5	3
cellid_000014274-1	sample1	Region 3	6	5
cellid_000014277-1	sample1	Region 3	5	3
cellid_000014279-1	sample1	Region 3	5	3
cellid_000014280-1	sample1	Region 3	6	5
cellid_000014293-1	sample1	Region 3	5	3
cellid_000014300-1	sample1	Region 3	5	3
cellid_000014301-1	sample1	Region 3	5	3
cellid_000014302-1	sample1	Region 3	5	3
cellid_000014306-1	sample1	Region 3	6	5
cellid_000014310-1	sample1	Region 3	5	3
cellid_000014314-1	sample1	Region 3	10	12
cellid_000014327-1	sample1	Region 3	0	0
cellid_000014329-1	sample1	Region 3	6	5
cellid_000014333-1	sample1	Region 3	0	0
cellid_000014337-1	sample1	Region 3	5	3
cellid_000014342-1	sample1	Region 3	0	0
cellid_000014344-1	sample1	Region 3	0	0
cellid_000014347-1	sample1	Region 3	5	3
cellid_000014354-1	sample1	Region 3	5	3
cellid_000014358-1	sample1	Region 3	0	0
cellid_000014364-1	sample1	Region 3	5	3
cellid_000014365-1	sample1	Region 3	5	3
cellid_000014369-1	sample1	Region 3	0	0
cellid_000014370-1	sample1	Region 3	6	5
cellid_000014372-1	sample1	Region 3	5	3
cellid_000014375-1	sample1	Region 3	5	3
cellid_000014382-1	sample1	Region 3	5	3
cellid_000014385-1	sample1	Region 3	9	11
cellid_000014387-1	sample1	Region 3	7	6
cellid_000014388-1	sample1	Region 3	0	0
cellid_000014392-1	sample1	Region 3	0	0
cellid_000014401-1	sample1	Region 3	5	3
cellid_000014403-1	sample1	Region 3	5	3
cellid_000014409-1	sample1	Region 3	5	3
cellid_000014412-1	sample1	Region 3	5	3
cellid_000014417-1	sample1	Region 3	5	3
cellid_000014418-1	sample1	Region 3	5	3
cellid_000014419-1	sample1	Region 3	7	6
cellid_000014425-1	sample1	Region 3	5	3
cellid_000014427-1	sample1	Region 3	5	3
cellid_000014434-1	sample1	Region 3	5	3
cellid_000014437-1	sample1	Region 3	5	3
cellid_000014444-1	sample1	Region 3	0	0
cellid_000014445-1	sample1	Region 3	5	3
cellid_000014458-1	sample1	Region 3	5	3
cellid_000014460-1	sample1	Region 3	10	12
cellid_000014463-1	sample1	Region 3	10	12
cellid_000014465-1	sample1	Region 3	5	3
cellid_000014469-1	sample1	Region 3	5	5
cellid_000014476-1	sample1	Region 3	2	1
cellid_000014481-1	sample1	Region 3	10	12
cellid_000014493-1	sample1	Region 3	0	0
cellid_000014503-1	sample1	Region 3	10	12
cellid_000014504-1	sample1	Region 3	1	4
cellid_000014509-1	sample1	Region 3	5	3
cellid_000014514-1	sample1	Region 3	5	3
cellid_000014517-1	sample1	Region 3	10	12
cellid_000014524-1	sample1	Region 3	5	3
cellid_000014529-1	sample1	Region 3	10	12
cellid_000014534-1	sample1	Region 3	5	3
cellid_000014543-1	sample1	Region 3	2	1
cellid_000014545-1	sample1	Region 3	5	3
cellid_000014550-1	sample1	Region 3	10	12
cellid_000014552-1	sample1	Region 3	5	3
cellid_000014555-1	sample1	Region 3	0	0
cellid_000014557-1	sample1	Region 3	5	3
cellid_000014558-1	sample1	Region 3	7	6
cellid_000014559-1	sample1	Region 3	5	3
cellid_000014563-1	sample1	Region 3	10	12
cellid_000014569-1	sample1	Region 3	5	3
cellid_000014573-1	sample1	Region 3	10	12
cellid_000014574-1	sample1	Region 3	0	0
cellid_000014587-1	sample1	Region 3	2	1
cellid_000014603-1	sample1	Region 3	10	12
cellid_000014604-1	sample1	Region 3	10	12
cellid_000014605-1	sample1	Region 3	5	3
cellid_000014606-1	sample1	Region 3	5	3
cellid_000014607-1	sample1	Region 3	10	12
cellid_000014609-1	sample1	Region 3	5	3
cellid_000014611-1	sample1	Region 3	5	3
cellid_000014620-1	sample1	Region 3	5	3
cellid_000014624-1	sample1	Region 3	5	3
cellid_000014627-1	sample1	Region 3	10	12
cellid_000014632-1	sample1	Region 3	0	0
cellid_000014636-1	sample1	Region 3	5	3
cellid_000014646-1	sample1	Region 3	5	3
cellid_000014648-1	sample1	Region 3	5	3
cellid_000014652-1	sample1	Region 3	10	12
cellid_000014654-1	sample1	Region 3	0	0
cellid_000014667-1	sample1	Region 3	5	3
cellid_000014674-1	sample1	Region 3	10	12
cellid_000014678-1	sample1	Region 3	5	3
cellid_000014679-1	sample1	Region 3	7	6
cellid_000014680-1	sample1	Region 3	10	12
cellid_000014681-1	sample1	Region 3	5	3
cellid_000014683-1	sample1	Region 3	5	3
cellid_000014690-1	sample1	Region 3	10	12
cellid_000014691-1	sample1	Region 3	5	3
cellid_000014699-1	sample1	Region 3	5	3
cellid_000014711-1	sample1	Region 3	10	12
cellid_000014712-1	sample1	Region 3	5	3
cellid_000014716-1	sample1	Region 3	10	12
cellid_000014723-1	sample1	Region 3	0	0
cellid_000014724-1	sample1	Region 3	10	12
cellid_000014727-1	sample1	Region 3	5	3
cellid_000014729-1	sample1	Region 3	5	3
cellid_000014734-1	sample1	Region 3	5	3
cellid_000014737-1	sample1	Region 3	10	12
cellid_000014740-1	sample1	Region 3	10	12
cellid_000014750-1	sample1	Region 3	6	5
cellid_000014751-1	sample1	Region 3	5	3
cellid_000014754-1	sample1	Region 3	5	3
cellid_000014761-1	sample1	Region 3	9	11
cellid_000014766-1	sample1	Region 3	5	3
cellid_000014768-1	sample1	Region 3	10	12
cellid_000014772-1	sample1	Region 3	5	3
cellid_000014776-1	sample1	Region 3	9	11
cellid_000014781-1	sample1	Region 3	5	3
cellid_000014782-1	sample1	Region 3	5	3
cellid_000014783-1	sample1	Region 3	5	3
cellid_000014785-1	sample1	Region 3	5	3
cellid_000014786-1	sample1	Region 3	10	12
cellid_000014787-1	sample1	Region 3	5	3
cellid_000014790-1	sample1	Region 3	10	12
cellid_000014794-1	sample1	Region 3	10	12
cellid_000014796-1	sample1	Region 3	5	3
cellid_000014806-1	sample1	Region 3	5	3
cellid_000014808-1	sample1	Region 3	10	12
cellid_000014818-1	sample1	Region 3	10	12
cellid_000014836-1	sample1	Region 3	10	12
cellid_000014837-1	sample1	Region 3	5	3
cellid_000014838-1	sample1	Region 3	5	3
cellid_000014849-1	sample1	Region 3	9	11
cellid_000014851-1	sample1	Region 3	5	3
cellid_000014859-1	sample1	Region 3	5	3
cellid_000014860-1	sample1	Region 3	5	3
cellid_000014862-1	sample1	Region 3	10	12
cellid_000014865-1	sample1	Region 3	5	3
cellid_000014867-1	sample1	Region 3	10	12
cellid_000014884-1	sample1	Region 3	5	3
cellid_000014886-1	sample1	Region 3	0	0
cellid_000014890-1	sample1	Region 3	10	12
cellid_000014898-1	sample1	Region 3	10	12
cellid_000014900-1	sample1	Region 3	10	12
cellid_000014901-1	sample1	Region 3	5	3
cellid_000014902-1	sample1	Region 3	10	12
cellid_000014904-1	sample1	Region 3	5	3
cellid_000014907-1	sample1	Region 3	5	3
cellid_000014911-1	sample1	Region 3	5	3
cellid_000014916-1	sample1	Region 3	10	12
cellid_000014920-1	sample1	Region 3	2	1
cellid_000014921-1	sample1	Region 3	5	3
cellid_000014923-1	sample1	Region 3	5	3
cellid_000014925-1	sample1	Region 3	10	12
cellid_000014929-1	sample1	Region 3	0	0
cellid_000014936-1	sample1	Region 3	5	3
cellid_000014940-1	sample1	Region 3	5	3
cellid_000014941-1	sample1	Region 3	0	0
cellid_000014948-1	sample1	Region 3	9	11
cellid_000014958-1	sample1	Region 3	5	3
cellid_000014959-1	sample1	Region 3	9	11
cellid_000014971-1	sample1	Region 3	5	3
cellid_000014976-1	sample1	Region 3	9	11
cellid_000014977-1	sample1	Region 3	6	5
cellid_000014979-1	sample1	Region 3	0	0
cellid_000014980-1	sample1	Region 3	9	11
cellid_000014983-1	sample1	Region 3	5	3
cellid_000014992-1	sample1	Region 3	9	11
cellid_000014994-1	sample1	Region 3	6	5
cellid_000014998-1	sample1	Region 3	0	0
cellid_000015003-1	sample1	Region 3	9	11
cellid_000015005-1	sample1	Region 3	0	0
cellid_000015017-1	sample1	Region 3	5	3
cellid_000015020-1	sample1	Region 3	5	3
cellid_000015026-1	sample1	Region 3	9	11
cellid_000015027-1	sample1	Region 3	6	5
cellid_000015030-1	sample1	Region 3	0	0
cellid_000015031-1	sample1	Region 3	6	5
cellid_000015036-1	sample1	Region 3	5	3
cellid_000015041-1	sample1	Region 3	0	0
