# Generated: 2026-07-28T14:57:42.405618
# Sample: sample1
# Scanpy: 1.11.5
# Random seed: 0
# n_cells: 10062
	sample	region_annotation	leiden_0_6	leiden_0_8
cellid_000000595-1	sample1	Region 4	4	2
cellid_000000596-1	sample1	Region 4	4	2
cellid_000000600-1	sample1	Region 4	4	2
cellid_000000601-1	sample1	Unlabeled	4	2
cellid_000000602-1	sample1	Region 4	4	2
cellid_000000603-1	sample1	Region 4	6	5
cellid_000000605-1	sample1	Region 4	4	2
cellid_000000614-1	sample1	Region 4	7	6
cellid_000000615-1	sample1	Region 4	0	0
cellid_000000622-1	sample1	Region 4	4	2
cellid_000000625-1	sample1	Region 4	0	0
cellid_000000626-1	sample1	Region 4	4	2
cellid_000000628-1	sample1	Region 4	4	2
cellid_000000631-1	sample1	Region 4	0	0
cellid_000000634-1	sample1	Region 4	4	2
cellid_000000644-1	sample1	Region 4	4	2
cellid_000000654-1	sample1	Region 4	1	4
cellid_000000655-1	sample1	Region 4	4	0
cellid_000000656-1	sample1	Region 4	4	6
cellid_000000658-1	sample1	Region 4	1	2
cellid_000000662-1	sample1	Region 4	7	6
cellid_000000663-1	sample1	Region 4	4	2
cellid_000000669-1	sample1	Region 4	4	2
cellid_000000671-1	sample1	Region 4	4	2
cellid_000000672-1	sample1	Region 4	4	2
cellid_000000673-1	sample1	Region 4	4	2
cellid_000000676-1	sample1	Region 4	7	6
cellid_000000679-1	sample1	Region 4	0	0
cellid_000000680-1	sample1	Region 4	4	2
cellid_000000682-1	sample1	Region 4	0	0
cellid_000000686-1	sample1	Unlabeled	4	2
cellid_000000689-1	sample1	Region 4	4	2
cellid_000000690-1	sample1	Region 4	4	2
cellid_000000699-1	sample1	Region 4	4	2
cellid_000000700-1	sample1	Region 4	1	4
cellid_000000703-1	sample1	Region 4	1	4
cellid_000000707-1	sample1	Region 4	7	6
cellid_000000711-1	sample1	Region 3	4	0
cellid_000000715-1	sample1	Region 4	4	2
cellid_000000717-1	sample1	Region 4	0	2
cellid_000000719-1	sample1	Region 3	1	4
cellid_000000725-1	sample1	Region 4	4	2
cellid_000000733-1	sample1	Region 4	4	2
cellid_000000735-1	sample1	Region 4	4	2
cellid_000000736-1	sample1	Region 4	4	2
cellid_000000738-1	sample1	Region 4	1	4
cellid_000000739-1	sample1	Region 4	1	4
cellid_000000740-1	sample1	Region 4	4	2
cellid_000000744-1	sample1	Region 4	4	2
cellid_000000747-1	sample1	Region 4	6	5
cellid_000000761-1	sample1	Region 4	4	2
cellid_000000765-1	sample1	Region 4	4	2
cellid_000000774-1	sample1	Region 4	4	2
cellid_000000779-1	sample1	Region 4	7	6
cellid_000000782-1	sample1	Region 4	7	6
cellid_000000786-1	sample1	Region 4	1	4
cellid_000000789-1	sample1	Region 4	4	2
cellid_000000793-1	sample1	Region 4	4	2
cellid_000000794-1	sample1	Region 4	4	2
cellid_000000796-1	sample1	Region 4	4	2
cellid_000000797-1	sample1	Region 4	4	2
cellid_000000801-1	sample1	Region 4	1	4
cellid_000000803-1	sample1	Region 4	7	6
cellid_000000807-1	sample1	Region 4	4	2
cellid_000000811-1	sample1	Region 4	4	2
cellid_000000816-1	sample1	Region 4	7	6
cellid_000000818-1	sample1	Region 4	0	0
cellid_000000819-1	sample1	Region 4	4	2
cellid_000000824-1	sample1	Region 4	4	2
cellid_000000825-1	sample1	Region 4	4	2
cellid_000000826-1	sample1	Region 4	0	0
cellid_000000831-1	sample1	Region 4	1	4
cellid_000000834-1	sample1	Region 4	4	2
cellid_000000844-1	sample1	Unlabeled	0	0
cellid_000000847-1	sample1	Region 4	0	0
cellid_000000850-1	sample1	Region 4	4	2
cellid_000000851-1	sample1	Unlabeled	0	2
cellid_000000854-1	sample1	Region 4	4	2
cellid_000000856-1	sample1	Region 4	7	6
cellid_000000857-1	sample1	Unlabeled	4	2
cellid_000000858-1	sample1	Region 4	0	0
cellid_000000867-1	sample1	Region 4	4	2
cellid_000000868-1	sample1	Region 4	4	2
cellid_000000869-1	sample1	Region 4	4	2
cellid_000000870-1	sample1	Region 4	4	2
cellid_000000874-1	sample1	Region 4	0	0
cellid_000000879-1	sample1	Region 4	4	2
cellid_000000881-1	sample1	Region 4	4	2
cellid_000000882-1	sample1	Region 4	4	2
cellid_000000885-1	sample1	Region 4	4	2
cellid_000000887-1	sample1	Region 4	4	2
cellid_000000889-1	sample1	Region 4	4	2
cellid_000000891-1	sample1	Region 4	0	0
cellid_000000896-1	sample1	Region 4	4	2
cellid_000000899-1	sample1	Region 4	0	6
cellid_000000900-1	sample1	Region 4	4	4
cellid_000000902-1	sample1	Region 4	4	2
cellid_000000904-1	sample1	Region 4	1	4
cellid_000000906-1	sample1	Region 4	4	2
cellid_000000911-1	sample1	Region 4	4	2
cellid_000000913-1	sample1	Region 4	8	2
cellid_000000928-1	sample1	Region 4	4	2
cellid_000000930-1	sample1	Region 4	1	4
cellid_000000934-1	sample1	Region 4	4	2
cellid_000000938-1	sample1	Region 4	4	2
cellid_000000945-1	sample1	Region 4	4	2
cellid_000000947-1	sample1	Region 4	4	2
cellid_000000950-1	sample1	Region 4	0	0
cellid_000000955-1	sample1	Region 4	4	2
cellid_000000961-1	sample1	Region 4	6	5
cellid_000000967-1	sample1	Region 4	4	2
cellid_000000971-1	sample1	Region 4	4	2
cellid_000000983-1	sample1	Region 4	1	4
cellid_000000987-1	sample1	Region 4	0	0
cellid_000000988-1	sample1	Region 4	7	6
cellid_000000990-1	sample1	Region 4	7	6
cellid_000001001-1	sample1	Region 4	0	0
cellid_000001009-1	sample1	Region 4	4	2
cellid_000001012-1	sample1	Region 4	4	2
cellid_000001014-1	sample1	Region 4	4	2
cellid_000001024-1	sample1	Region 4	4	2
cellid_000001025-1	sample1	Region 3	0	0
cellid_000001027-1	sample1	Region 4	4	2
cellid_000001031-1	sample1	Region 3	6	5
cellid_000001035-1	sample1	Region 4	6	5
cellid_000001050-1	sample1	Region 4	4	2
cellid_000001056-1	sample1	Region 3	1	0
cellid_000001062-1	sample1	Region 4	4	2
cellid_000001064-1	sample1	Region 4	7	6
cellid_000001066-1	sample1	Region 4	4	2
cellid_000001067-1	sample1	Region 4	7	6
cellid_000001069-1	sample1	Region 4	1	4
cellid_000001070-1	sample1	Region 4	4	2
cellid_000001071-1	sample1	Region 4	0	0
cellid_000001075-1	sample1	Unlabeled	1	4
cellid_000001076-1	sample1	Region 4	4	2
cellid_000001083-1	sample1	Region 4	4	2
cellid_000001085-1	sample1	Region 4	4	2
cellid_000001087-1	sample1	Region 4	4	2
cellid_000001089-1	sample1	Region 4	4	2
cellid_000001094-1	sample1	Region 4	7	6
cellid_000001107-1	sample1	Region 4	4	2
cellid_000001112-1	sample1	Region 4	4	2
cellid_000001116-1	sample1	Region 4	4	6
cellid_000001117-1	sample1	Region 4	4	2
cellid_000001120-1	sample1	Region 4	1	4
cellid_000001123-1	sample1	Region 4	4	2
cellid_000001124-1	sample1	Region 4	0	0
cellid_000001129-1	sample1	Region 4	4	2
cellid_000001130-1	sample1	Region 4	4	2
cellid_000001134-1	sample1	Region 4	7	6
cellid_000001135-1	sample1	Region 4	4	2
cellid_000001136-1	sample1	Region 4	0	0
cellid_000001143-1	sample1	Region 4	4	2
cellid_000001148-1	sample1	Region 4	4	2
cellid_000001150-1	sample1	Region 4	1	4
cellid_000001153-1	sample1	Region 4	4	2
cellid_000001154-1	sample1	Region 4	4	2
cellid_000001158-1	sample1	Region 4	4	2
cellid_000001161-1	sample1	Region 4	4	2
cellid_000001169-1	sample1	Region 4	1	4
cellid_000001170-1	sample1	Region 4	4	2
cellid_000001175-1	sample1	Region 4	4	2
cellid_000001179-1	sample1	Region 4	7	6
cellid_000001184-1	sample1	Region 4	4	2
cellid_000001190-1	sample1	Region 4	4	2
cellid_000001192-1	sample1	Region 4	4	2
cellid_000001194-1	sample1	Unlabeled	4	2
cellid_000001200-1	sample1	Region 4	4	2
cellid_000001201-1	sample1	Region 4	7	6
cellid_000001207-1	sample1	Region 4	7	6
cellid_000001210-1	sample1	Region 4	4	2
cellid_000001213-1	sample1	Region 4	0	0
cellid_000001222-1	sample1	Unlabeled	4	2
cellid_000001226-1	sample1	Region 4	4	2
cellid_000001228-1	sample1	Region 4	7	6
cellid_000001233-1	sample1	Region 4	0	0
cellid_000001235-1	sample1	Region 4	4	6
cellid_000001237-1	sample1	Region 4	4	2
cellid_000001239-1	sample1	Region 4	7	6
cellid_000001240-1	sample1	Region 4	7	6
cellid_000001245-1	sample1	Region 4	8	2
cellid_000001249-1	sample1	Region 4	4	2
cellid_000001250-1	sample1	Region 4	4	2
cellid_000001254-1	sample1	Region 4	4	2
cellid_000001256-1	sample1	Region 4	4	2
cellid_000001259-1	sample1	Region 4	7	6
cellid_000001260-1	sample1	Region 4	4	2
cellid_000001262-1	sample1	Region 4	7	6
cellid_000001266-1	sample1	Region 4	0	0
cellid_000001269-1	sample1	Region 4	4	2
cellid_000001270-1	sample1	Region 4	4	2
cellid_000001271-1	sample1	Region 4	0	0
cellid_000001276-1	sample1	Region 4	7	6
cellid_000001279-1	sample1	Region 3	1	4
cellid_000001282-1	sample1	Region 4	7	6
cellid_000001283-1	sample1	Region 4	4	2
cellid_000001289-1	sample1	Region 4	7	6
cellid_000001290-1	sample1	Unlabeled	0	0
cellid_000001293-1	sample1	Region 4	4	2
cellid_000001294-1	sample1	Region 3	0	0
cellid_000001295-1	sample1	Region 4	4	2
cellid_000001298-1	sample1	Unlabeled	1	4
cellid_000001302-1	sample1	Region 4	7	6
cellid_000001307-1	sample1	Region 4	4	2
cellid_000001310-1	sample1	Region 4	4	4
cellid_000001313-1	sample1	Region 4	0	0
cellid_000001316-1	sample1	Region 4	4	2
cellid_000001317-1	sample1	Region 4	0	0
cellid_000001320-1	sample1	Region 4	7	6
cellid_000001326-1	sample1	Region 4	4	2
cellid_000001327-1	sample1	Region 4	4	2
cellid_000001331-1	sample1	Region 4	4	2
cellid_000001334-1	sample1	Region 4	4	2
cellid_000001342-1	sample1	Region 4	4	2
cellid_000001343-1	sample1	Region 4	4	2
cellid_000001349-1	sample1	Region 4	4	2
cellid_000001350-1	sample1	Region 4	8	2
cellid_000001353-1	sample1	Region 4	0	0
cellid_000001358-1	sample1	Region 4	4	2
cellid_000001359-1	sample1	Region 4	4	2
cellid_000001361-1	sample1	Region 4	4	2
cellid_000001370-1	sample1	Region 4	8	2
cellid_000001373-1	sample1	Region 4	0	0
cellid_000001374-1	sample1	Region 4	4	2
cellid_000001382-1	sample1	Region 4	7	6
cellid_000001383-1	sample1	Region 4	4	2
cellid_000001386-1	sample1	Region 4	4	2
cellid_000001391-1	sample1	Region 4	4	2
cellid_000001392-1	sample1	Region 4	1	4
cellid_000001399-1	sample1	Region 4	4	2
cellid_000001400-1	sample1	Region 4	4	2
cellid_000001403-1	sample1	Region 4	4	2
cellid_000001405-1	sample1	Region 4	4	2
cellid_000001409-1	sample1	Region 4	4	2
cellid_000001415-1	sample1	Region 4	4	2
cellid_000001418-1	sample1	Region 4	0	0
cellid_000001425-1	sample1	Unlabeled	4	2
cellid_000001431-1	sample1	Region 4	4	2
cellid_000001433-1	sample1	Region 4	1	4
cellid_000001435-1	sample1	Region 4	4	2
cellid_000001437-1	sample1	Region 4	8	0
cellid_000001442-1	sample1	Unlabeled	4	2
cellid_000001446-1	sample1	Region 4	4	2
cellid_000001448-1	sample1	Region 4	4	2
cellid_000001451-1	sample1	Region 4	7	6
cellid_000001453-1	sample1	Region 4	7	6
cellid_000001462-1	sample1	Region 4	4	2
cellid_000001468-1	sample1	Region 4	6	5
cellid_000001481-1	sample1	Region 4	4	2
cellid_000001483-1	sample1	Region 4	4	2
cellid_000001492-1	sample1	Region 4	4	2
cellid_000001493-1	sample1	Region 4	4	2
cellid_000001507-1	sample1	Region 4	4	2
cellid_000001508-1	sample1	Region 4	7	6
cellid_000001510-1	sample1	Region 4	7	6
cellid_000001512-1	sample1	Region 4	4	2
cellid_000001515-1	sample1	Region 4	4	2
cellid_000001516-1	sample1	Region 4	4	2
cellid_000001517-1	sample1	Region 4	0	0
cellid_000001521-1	sample1	Region 4	4	2
cellid_000001528-1	sample1	Region 4	4	2
cellid_000001535-1	sample1	Region 3	6	5
cellid_000001536-1	sample1	Region 3	0	0
cellid_000001537-1	sample1	Region 3	1	4
cellid_000001538-1	sample1	Region 3	0	0
cellid_000001543-1	sample1	Region 3	1	4
cellid_000001554-1	sample1	Region 3	0	0
cellid_000001556-1	sample1	Region 3	6	5
cellid_000001559-1	sample1	Region 3	0	0
cellid_000001561-1	sample1	Region 3	0	0
cellid_000001565-1	sample1	Region 3	0	0
cellid_000001566-1	sample1	Region 3	1	4
cellid_000001569-1	sample1	Region 3	1	4
cellid_000001571-1	sample1	Region 3	6	5
cellid_000001573-1	sample1	Region 3	0	0
cellid_000001577-1	sample1	Region 3	0	0
cellid_000001581-1	sample1	Region 3	6	5
cellid_000001582-1	sample1	Region 3	1	4
cellid_000001586-1	sample1	Region 3	0	0
cellid_000001589-1	sample1	Region 3	0	0
cellid_000001591-1	sample1	Region 3	7	6
cellid_000001601-1	sample1	Region 3	4	2
cellid_000001603-1	sample1	Region 3	1	4
cellid_000001604-1	sample1	Region 3	4	2
cellid_000001605-1	sample1	Region 3	6	5
cellid_000001607-1	sample1	Region 3	1	4
cellid_000001612-1	sample1	Region 3	6	5
cellid_000001613-1	sample1	Region 3	0	0
cellid_000001621-1	sample1	Region 3	0	0
cellid_000001626-1	sample1	Region 3	0	6
cellid_000001629-1	sample1	Region 3	4	2
cellid_000001630-1	sample1	Region 3	13	16
cellid_000001632-1	sample1	Region 3	1	4
cellid_000001634-1	sample1	Region 3	6	5
cellid_000001639-1	sample1	Region 3	0	0
cellid_000001640-1	sample1	Region 3	4	2
cellid_000001643-1	sample1	Region 3	0	0
cellid_000001646-1	sample1	Region 3	1	4
cellid_000001647-1	sample1	Region 3	0	0
cellid_000001653-1	sample1	Region 3	4	2
cellid_000001655-1	sample1	Region 3	1	4
cellid_000001664-1	sample1	Region 3	1	4
cellid_000001672-1	sample1	Region 3	7	4
cellid_000001675-1	sample1	Region 3	1	4
cellid_000001678-1	sample1	Region 3	0	0
cellid_000001684-1	sample1	Region 3	0	4
cellid_000001689-1	sample1	Region 3	7	6
cellid_000001690-1	sample1	Region 3	1	4
cellid_000001691-1	sample1	Region 3	4	2
cellid_000001692-1	sample1	Region 3	1	4
cellid_000001696-1	sample1	Region 3	1	4
cellid_000001701-1	sample1	Region 3	4	0
cellid_000001704-1	sample1	Region 3	1	4
cellid_000001706-1	sample1	Region 3	0	0
cellid_000001711-1	sample1	Region 3	4	2
cellid_000001712-1	sample1	Region 3	0	0
cellid_000001714-1	sample1	Region 3	1	5
cellid_000001716-1	sample1	Region 3	8	2
cellid_000001717-1	sample1	Region 3	0	0
cellid_000001719-1	sample1	Region 3	1	4
cellid_000001720-1	sample1	Region 3	0	0
cellid_000001721-1	sample1	Region 3	0	0
cellid_000001723-1	sample1	Region 3	1	4
cellid_000001726-1	sample1	Region 3	1	4
cellid_000001727-1	sample1	Region 3	4	2
cellid_000001728-1	sample1	Region 3	1	4
cellid_000001729-1	sample1	Region 3	4	2
cellid_000001735-1	sample1	Region 3	1	4
cellid_000001737-1	sample1	Region 3	1	4
cellid_000001741-1	sample1	Region 3	4	2
cellid_000001745-1	sample1	Region 3	0	0
cellid_000001747-1	sample1	Region 3	1	4
cellid_000001748-1	sample1	Region 3	0	0
cellid_000001751-1	sample1	Region 3	0	0
cellid_000001754-1	sample1	Region 3	4	2
cellid_000001764-1	sample1	Region 3	0	0
cellid_000001765-1	sample1	Region 3	6	5
cellid_000001769-1	sample1	Region 3	1	4
cellid_000001774-1	sample1	Region 3	0	0
cellid_000001778-1	sample1	Region 3	4	2
cellid_000001779-1	sample1	Region 3	1	4
cellid_000001781-1	sample1	Region 3	0	0
cellid_000001783-1	sample1	Region 3	8	9
cellid_000001786-1	sample1	Region 3	0	0
cellid_000001789-1	sample1	Region 3	4	2
cellid_000001791-1	sample1	Region 3	0	0
cellid_000001792-1	sample1	Region 3	0	0
cellid_000001793-1	sample1	Region 3	4	2
cellid_000001798-1	sample1	Region 3	6	5
cellid_000001804-1	sample1	Region 3	8	2
cellid_000001806-1	sample1	Region 3	0	0
cellid_000001813-1	sample1	Region 3	4	2
cellid_000001819-1	sample1	Region 3	4	4
cellid_000001823-1	sample1	Region 3	0	0
cellid_000001824-1	sample1	Region 3	1	4
cellid_000001828-1	sample1	Region 3	0	0
cellid_000001830-1	sample1	Region 3	7	6
cellid_000001833-1	sample1	Region 3	1	4
cellid_000001837-1	sample1	Region 3	4	2
cellid_000001840-1	sample1	Region 3	7	6
cellid_000001854-1	sample1	Region 3	7	6
cellid_000001855-1	sample1	Region 3	1	4
cellid_000001858-1	sample1	Region 3	13	16
cellid_000001860-1	sample1	Region 3	1	4
cellid_000001862-1	sample1	Region 3	4	2
cellid_000001863-1	sample1	Region 3	4	2
cellid_000001866-1	sample1	Region 3	4	2
cellid_000001867-1	sample1	Region 3	1	2
cellid_000001869-1	sample1	Region 3	1	4
cellid_000001870-1	sample1	Region 3	1	4
cellid_000001873-1	sample1	Region 3	0	0
cellid_000001875-1	sample1	Region 3	4	2
cellid_000001886-1	sample1	Region 3	1	4
cellid_000001893-1	sample1	Region 3	1	4
cellid_000001897-1	sample1	Region 3	0	0
cellid_000001899-1	sample1	Region 3	4	2
cellid_000001902-1	sample1	Region 3	7	6
cellid_000001910-1	sample1	Region 3	0	0
cellid_000001912-1	sample1	Region 3	4	2
cellid_000001914-1	sample1	Region 3	4	2
cellid_000001920-1	sample1	Region 3	1	4
cellid_000001926-1	sample1	Region 3	1	4
cellid_000001927-1	sample1	Region 3	4	2
cellid_000001933-1	sample1	Region 3	7	6
cellid_000001934-1	sample1	Region 3	1	4
cellid_000001938-1	sample1	Region 3	13	16
cellid_000001940-1	sample1	Region 3	1	7
cellid_000001942-1	sample1	Region 3	4	2
cellid_000001945-1	sample1	Region 3	8	2
cellid_000001951-1	sample1	Region 3	1	4
cellid_000001953-1	sample1	Region 3	1	7
cellid_000001954-1	sample1	Region 3	1	4
cellid_000001956-1	sample1	Region 3	0	0
cellid_000001958-1	sample1	Region 3	4	2
cellid_000001964-1	sample1	Region 3	4	2
cellid_000001967-1	sample1	Region 3	4	2
cellid_000001969-1	sample1	Region 3	1	4
cellid_000001973-1	sample1	Region 3	4	2
cellid_000001974-1	sample1	Region 3	6	5
cellid_000001977-1	sample1	Region 3	1	4
cellid_000001978-1	sample1	Region 3	8	2
cellid_000001982-1	sample1	Region 3	6	5
cellid_000001989-1	sample1	Region 3	1	4
cellid_000001991-1	sample1	Region 3	7	6
cellid_000001994-1	sample1	Region 3	0	0
cellid_000002004-1	sample1	Region 3	4	2
cellid_000002011-1	sample1	Region 3	1	4
cellid_000002012-1	sample1	Region 3	4	2
cellid_000002013-1	sample1	Region 3	0	0
cellid_000002020-1	sample1	Region 3	1	4
cellid_000002021-1	sample1	Region 3	4	2
cellid_000002025-1	sample1	Region 3	0	0
cellid_000002029-1	sample1	Region 3	4	2
cellid_000002034-1	sample1	Region 3	1	4
cellid_000002036-1	sample1	Region 3	4	2
cellid_000002037-1	sample1	Region 3	1	4
cellid_000002042-1	sample1	Region 3	1	4
cellid_000002047-1	sample1	Region 3	8	2
cellid_000002050-1	sample1	Region 3	4	2
cellid_000002051-1	sample1	Region 3	7	6
cellid_000002055-1	sample1	Region 3	4	2
cellid_000002058-1	sample1	Region 3	4	2
cellid_000002070-1	sample1	Region 3	1	4
cellid_000002073-1	sample1	Region 3	7	6
cellid_000002079-1	sample1	Region 3	0	0
cellid_000002094-1	sample1	Region 3	1	4
cellid_000002101-1	sample1	Region 3	4	2
cellid_000002102-1	sample1	Region 3	7	6
cellid_000002103-1	sample1	Region 3	7	6
cellid_000002104-1	sample1	Region 3	0	6
cellid_000002107-1	sample1	Region 3	0	0
cellid_000002110-1	sample1	Region 3	1	4
cellid_000002111-1	sample1	Region 3	8	2
cellid_000002113-1	sample1	Region 3	1	4
