# Generated: 2026-07-28T14:57:41.916708
# Sample: sample3
# Scanpy: 1.11.5
# Random seed: 0
# n_cells: 10064
	sample	region_annotation	leiden_0_6	leiden_0_8
cellid_000000004-1	sample3	Region 4	3	3
cellid_000000005-1	sample3	Region 4	0	5
cellid_000000007-1	sample3	Region 4	0	1
cellid_000000009-1	sample3	Region 4	3	3
cellid_000000011-1	sample3	Region 4	3	3
cellid_000000012-1	sample3	Region 4	3	3
cellid_000000021-1	sample3	Region 4	0	1
cellid_000000022-1	sample3	Region 4	0	1
cellid_000000023-1	sample3	Region 4	3	3
cellid_000000024-1	sample3	Region 4	3	3
cellid_000000030-1	sample3	Region 4	0	1
cellid_000000042-1	sample3	Region 4	0	1
cellid_000000043-1	sample3	Region 4	3	9
cellid_000000048-1	sample3	Region 4	3	3
cellid_000000052-1	sample3	Region 4	0	1
cellid_000000055-1	sample3	Region 4	9	10
cellid_000000057-1	sample3	Region 4	3	3
cellid_000000060-1	sample3	Region 4	3	3
cellid_000000062-1	sample3	Region 4	0	1
cellid_000000065-1	sample3	Region 4	0	1
cellid_000000066-1	sample3	Region 4	3	3
cellid_000000070-1	sample3	Region 4	3	3
cellid_000000075-1	sample3	Region 4	3	9
cellid_000000079-1	sample3	Region 4	3	3
cellid_000000080-1	sample3	Region 4	0	1
cellid_000000084-1	sample3	Region 4	0	1
cellid_000000088-1	sample3	Region 4	3	3
cellid_000000090-1	sample3	Region 4	3	3
cellid_000000096-1	sample3	Region 4	3	3
cellid_000000100-1	sample3	Region 4	3	3
cellid_000000103-1	sample3	Region 4	3	3
cellid_000000119-1	sample3	Region 4	9	10
cellid_000000126-1	sample3	Region 4	3	3
cellid_000000132-1	sample3	Region 4	3	3
cellid_000000133-1	sample3	Region 4	3	3
cellid_000000134-1	sample3	Region 4	3	3
cellid_000000137-1	sample3	Region 4	3	3
cellid_000000138-1	sample3	Region 4	3	3
cellid_000000142-1	sample3	Region 4	3	10
cellid_000000145-1	sample3	Region 4	3	3
cellid_000000146-1	sample3	Region 4	3	3
cellid_000000148-1	sample3	Region 4	2	7
cellid_000000157-1	sample3	Region 4	3	3
cellid_000000160-1	sample3	Region 4	3	3
cellid_000000162-1	sample3	Region 4	3	3
cellid_000000163-1	sample3	Region 4	3	3
cellid_000000170-1	sample3	Region 4	3	10
cellid_000000176-1	sample3	Region 4	3	3
cellid_000000177-1	sample3	Region 4	3	9
cellid_000000178-1	sample3	Region 4	3	3
cellid_000000180-1	sample3	Region 4	3	3
cellid_000000182-1	sample3	Region 4	3	3
cellid_000000184-1	sample3	Region 4	3	3
cellid_000000191-1	sample3	Region 4	3	3
cellid_000000197-1	sample3	Region 4	3	3
cellid_000000201-1	sample3	Region 4	0	5
cellid_000000202-1	sample3	Region 4	0	1
cellid_000000204-1	sample3	Region 4	3	3
cellid_000000207-1	sample3	Region 4	0	1
cellid_000000208-1	sample3	Region 4	0	1
cellid_000000210-1	sample3	Region 4	3	9
cellid_000000212-1	sample3	Region 4	3	3
cellid_000000215-1	sample3	Region 4	3	3
cellid_000000216-1	sample3	Region 4	3	3
cellid_000000220-1	sample3	Region 4	3	3
cellid_000000221-1	sample3	Region 4	0	5
cellid_000000226-1	sample3	Region 4	3	3
cellid_000000240-1	sample3	Region 4	3	3
cellid_000000251-1	sample3	Region 4	3	3
cellid_000000253-1	sample3	Region 4	0	1
cellid_000000254-1	sample3	Region 4	3	3
cellid_000000259-1	sample3	Region 4	3	3
cellid_000000268-1	sample3	Region 4	3	3
cellid_000000276-1	sample3	Region 4	3	3
cellid_000000280-1	sample3	Region 4	9	10
cellid_000000285-1	sample3	Region 4	3	3
cellid_000000290-1	sample3	Region 4	3	3
cellid_000000297-1	sample3	Region 4	3	3
cellid_000000298-1	sample3	Region 4	3	3
cellid_000000303-1	sample3	Region 4	3	3
cellid_000000307-1	sample3	Region 4	3	3
cellid_000000319-1	sample3	Region 4	3	3
cellid_000000330-1	sample3	Region 4	3	3
cellid_000000331-1	sample3	Region 4	3	3
cellid_000000333-1	sample3	Region 4	3	3
cellid_000000341-1	sample3	Region 4	3	3
cellid_000000342-1	sample3	Region 4	0	1
cellid_000000348-1	sample3	Region 4	3	3
cellid_000000355-1	sample3	Region 4	3	3
cellid_000000357-1	sample3	Region 4	0	1
cellid_000000358-1	sample3	Region 4	0	5
cellid_000000367-1	sample3	Region 4	3	3
cellid_000000369-1	sample3	Region 4	3	3
cellid_000000372-1	sample3	Region 4	9	10
cellid_000000374-1	sample3	Region 4	3	3
cellid_000000380-1	sample3	Region 4	3	3
cellid_000000389-1	sample3	Region 4	3	3
cellid_000000407-1	sample3	Region 4	3	3
cellid_000000408-1	sample3	Region 4	3	3
cellid_000000414-1	sample3	Region 4	3	3
cellid_000000416-1	sample3	Region 4	3	3
cellid_000000417-1	sample3	Region 4	3	3
cellid_000000418-1	sample3	Region 4	3	3
cellid_000000421-1	sample3	Region 4	0	5
cellid_000000425-1	sample3	Region 4	3	3
cellid_000000426-1	sample3	Region 4	0	1
cellid_000000430-1	sample3	Region 4	3	3
cellid_000000431-1	sample3	Region 4	3	3
cellid_000000435-1	sample3	Region 4	3	3
cellid_000000438-1	sample3	Region 4	3	3
cellid_000000440-1	sample3	Region 4	3	3
cellid_000000445-1	sample3	Region 4	0	1
cellid_000000447-1	sample3	Region 4	9	10
cellid_000000448-1	sample3	Region 4	0	1
cellid_000000450-1	sample3	Region 4	3	3
cellid_000000454-1	sample3	Region 4	3	3
cellid_000000457-1	sample3	Region 4	3	3
cellid_000000458-1	sample3	Region 4	3	3
cellid_000000461-1	sample3	Region 4	3	3
cellid_000000462-1	sample3	Region 4	0	1
cellid_000000463-1	sample3	Region 4	3	3
cellid_000000464-1	sample3	Region 4	3	3
cellid_000000470-1	sample3	Region 4	3	3
cellid_000000471-1	sample3	Region 4	3	3
cellid_000000474-1	sample3	Region 4	0	1
cellid_000000476-1	sample3	Region 4	3	3
cellid_000000478-1	sample3	Region 4	3	3
cellid_000000484-1	sample3	Region 4	6	6
cellid_000000485-1	sample3	Region 4	3	3
cellid_000000489-1	sample3	Region 4	3	3
cellid_000000491-1	sample3	Region 4	3	3
cellid_000000492-1	sample3	Region 4	3	3
cellid_000000493-1	sample3	Region 4	3	3
cellid_000000500-1	sample3	Region 4	3	3
cellid_000000501-1	sample3	Region 4	3	3
cellid_000000508-1	sample3	Region 4	3	3
cellid_000000515-1	sample3	Unlabeled	9	10
cellid_000000517-1	sample3	Region 4	3	3
cellid_000000519-1	sample3	Region 4	3	3
cellid_000000525-1	sample3	Region 4	3	3
cellid_000000528-1	sample3	Region 4	0	1
cellid_000000534-1	sample3	Region 4	9	10
cellid_000000540-1	sample3	Region 4	3	3
cellid_000000543-1	sample3	Region 4	3	3
cellid_000000545-1	sample3	Region 4	3	3
cellid_000000546-1	sample3	Region 4	6	6
cellid_000000548-1	sample3	Region 4	3	3
cellid_000000550-1	sample3	Region 4	6	6
cellid_000000555-1	sample3	Region 4	3	3
cellid_000000557-1	sample3	Region 4	0	1
cellid_000000558-1	sample3	Region 4	0	1
cellid_000000567-1	sample3	Region 4	3	3
cellid_000000574-1	sample3	Region 4	3	3
cellid_000000577-1	sample3	Region 4	9	10
cellid_000000583-1	sample3	Region 4	6	6
cellid_000000584-1	sample3	Region 4	3	3
cellid_000000586-1	sample3	Region 4	2	7
cellid_000000591-1	sample3	Region 4	0	1
cellid_000000592-1	sample3	Unlabeled	9	10
cellid_000000597-1	sample3	Region 4	3	3
cellid_000000598-1	sample3	Region 4	3	3
cellid_000000599-1	sample3	Region 4	3	3
cellid_000000604-1	sample3	Region 4	0	1
cellid_000000606-1	sample3	Region 4	3	3
cellid_000000607-1	sample3	Region 4	3	3
cellid_000000608-1	sample3	Region 4	3	3
cellid_000000609-1	sample3	Region 4	3	3
cellid_000000612-1	sample3	Region 4	3	3
cellid_000000617-1	sample3	Region 4	3	3
cellid_000000621-1	sample3	Region 4	3	3
cellid_000000623-1	sample3	Region 4	3	3
cellid_000000624-1	sample3	Region 4	0	1
cellid_000000629-1	sample3	Region 4	3	3
cellid_000000630-1	sample3	Region 4	3	3
cellid_000000632-1	sample3	Region 4	0	1
cellid_000000633-1	sample3	Region 4	3	3
cellid_000000635-1	sample3	Region 4	3	3
cellid_000000636-1	sample3	Region 4	3	3
cellid_000000639-1	sample3	Region 4	3	3
cellid_000000645-1	sample3	Region 4	3	3
cellid_000000646-1	sample3	Region 4	3	3
cellid_000000648-1	sample3	Region 4	3	1
cellid_000000649-1	sample3	Region 4	2	7
cellid_000000659-1	sample3	Region 4	3	3
cellid_000000660-1	sample3	Region 4	3	3
cellid_000000664-1	sample3	Region 4	5	4
cellid_000000666-1	sample3	Region 4	3	1
cellid_000000668-1	sample3	Region 4	3	3
cellid_000000674-1	sample3	Region 4	3	3
cellid_000000675-1	sample3	Region 4	0	1
cellid_000000677-1	sample3	Region 4	3	3
cellid_000000678-1	sample3	Region 4	0	1
cellid_000000681-1	sample3	Region 4	3	3
cellid_000000683-1	sample3	Region 4	3	3
cellid_000000684-1	sample3	Region 4	3	3
cellid_000000685-1	sample3	Region 4	3	3
cellid_000000687-1	sample3	Region 4	3	3
cellid_000000688-1	sample3	Region 4	3	3
cellid_000000692-1	sample3	Region 4	3	3
cellid_000000694-1	sample3	Region 4	6	6
cellid_000000695-1	sample3	Region 4	3	3
cellid_000000697-1	sample3	Region 4	3	3
cellid_000000702-1	sample3	Region 4	3	3
cellid_000000705-1	sample3	Region 4	6	6
cellid_000000712-1	sample3	Region 4	9	10
cellid_000000713-1	sample3	Region 4	3	3
cellid_000000718-1	sample3	Region 4	3	3
cellid_000000720-1	sample3	Region 4	3	3
cellid_000000721-1	sample3	Region 4	3	3
cellid_000000734-1	sample3	Region 4	3	3
cellid_000000743-1	sample3	Region 4	3	3
cellid_000000745-1	sample3	Region 4	3	3
cellid_000000746-1	sample3	Region 4	3	3
cellid_000000750-1	sample3	Region 4	3	3
cellid_000000751-1	sample3	Region 4	3	3
cellid_000000752-1	sample3	Region 4	3	3
cellid_000000753-1	sample3	Region 4	3	3
cellid_000000756-1	sample3	Region 4	3	3
cellid_000000759-1	sample3	Unlabeled	5	4
cellid_000000760-1	sample3	Region 4	0	1
cellid_000000762-1	sample3	Region 4	3	3
cellid_000000764-1	sample3	Region 4	3	3
cellid_000000768-1	sample3	Region 4	2	7
cellid_000000769-1	sample3	Region 4	3	3
cellid_000000770-1	sample3	Unlabeled	0	1
cellid_000000773-1	sample3	Region 4	3	3
cellid_000000775-1	sample3	Unlabeled	9	10
cellid_000000777-1	sample3	Unlabeled	3	3
cellid_000000778-1	sample3	Region 4	3	3
cellid_000000781-1	sample3	Region 4	3	3
cellid_000000783-1	sample3	Region 4	3	3
cellid_000000791-1	sample3	Region 4	3	3
cellid_000000795-1	sample3	Region 4	3	3
cellid_000000798-1	sample3	Region 4	3	3
cellid_000000800-1	sample3	Region 4	0	1
cellid_000000802-1	sample3	Region 4	3	3
cellid_000000804-1	sample3	Region 4	0	1
cellid_000000805-1	sample3	Region 4	3	3
cellid_000000806-1	sample3	Region 4	8	5
cellid_000000808-1	sample3	Region 4	0	1
cellid_000000809-1	sample3	Region 4	0	1
cellid_000000810-1	sample3	Region 4	0	1
cellid_000000813-1	sample3	Region 4	3	3
cellid_000000817-1	sample3	Region 4	3	3
cellid_000000823-1	sample3	Unlabeled	5	4
cellid_000000827-1	sample3	Unlabeled	5	4
cellid_000000829-1	sample3	Region 4	6	6
cellid_000000838-1	sample3	Unlabeled	3	3
cellid_000000839-1	sample3	Region 4	3	3
cellid_000000841-1	sample3	Region 4	3	3
cellid_000000859-1	sample3	Region 4	3	3
cellid_000000860-1	sample3	Region 4	3	3
cellid_000000862-1	sample3	Region 4	3	3
cellid_000000863-1	sample3	Region 4	3	3
cellid_000000864-1	sample3	Region 4	3	3
cellid_000000865-1	sample3	Region 4	0	1
cellid_000000871-1	sample3	Region 4	3	3
cellid_000000877-1	sample3	Region 4	2	7
cellid_000000878-1	sample3	Region 4	3	3
cellid_000000892-1	sample3	Region 4	3	3
cellid_000000894-1	sample3	Region 4	3	3
cellid_000000895-1	sample3	Region 4	3	3
cellid_000000903-1	sample3	Region 4	3	3
cellid_000000910-1	sample3	Region 4	3	3
cellid_000000915-1	sample3	Region 4	3	3
cellid_000000916-1	sample3	Region 4	3	3
cellid_000000918-1	sample3	Region 4	9	10
cellid_000000920-1	sample3	Region 4	3	3
cellid_000000922-1	sample3	Unlabeled	9	10
cellid_000000924-1	sample3	Region 4	3	3
cellid_000000926-1	sample3	Region 4	9	10
cellid_000000927-1	sample3	Region 4	0	1
cellid_000000932-1	sample3	Region 4	3	3
cellid_000000943-1	sample3	Region 4	3	3
cellid_000000946-1	sample3	Region 4	3	3
cellid_000000952-1	sample3	Region 4	3	3
cellid_000000953-1	sample3	Region 4	0	1
cellid_000000954-1	sample3	Region 4	3	3
cellid_000000957-1	sample3	Unlabeled	0	1
cellid_000000959-1	sample3	Region 4	0	1
cellid_000000966-1	sample3	Region 4	3	3
cellid_000000974-1	sample3	Region 4	3	3
cellid_000000975-1	sample3	Region 4	3	3
cellid_000000979-1	sample3	Region 4	0	1
cellid_000000980-1	sample3	Region 4	0	1
cellid_000000981-1	sample3	Region 4	3	10
cellid_000000982-1	sample3	Unlabeled	3	3
cellid_000000984-1	sample3	Region 4	3	3
cellid_000000986-1	sample3	Region 4	3	3
cellid_000000991-1	sample3	Region 4	1	0
cellid_000000993-1	sample3	Region 4	3	9
cellid_000000994-1	sample3	Region 4	3	3
cellid_000000995-1	sample3	Region 4	0	1
cellid_000001002-1	sample3	Region 4	0	5
cellid_000001003-1	sample3	Region 4	3	3
cellid_000001006-1	sample3	Region 4	3	3
cellid_000001008-1	sample3	Region 4	3	3
cellid_000001010-1	sample3	Region 4	3	3
cellid_000001011-1	sample3	Region 4	3	3
cellid_000001013-1	sample3	Region 4	3	3
cellid_000001015-1	sample3	Region 3	3	3
cellid_000001017-1	sample3	Region 4	3	3
cellid_000001023-1	sample3	Region 4	3	3
cellid_000001028-1	sample3	Region 4	3	3
cellid_000001034-1	sample3	Region 4	5	4
cellid_000001037-1	sample3	Region 4	3	3
cellid_000001048-1	sample3	Region 4	6	6
cellid_000001049-1	sample3	Region 4	0	1
cellid_000001054-1	sample3	Region 4	3	3
cellid_000001058-1	sample3	Region 4	5	4
cellid_000001068-1	sample3	Region 4	0	5
cellid_000001072-1	sample3	Region 3	0	1
cellid_000001073-1	sample3	Unlabeled	3	3
cellid_000001074-1	sample3	Region 4	3	3
cellid_000001078-1	sample3	Region 4	3	3
cellid_000001080-1	sample3	Region 4	5	4
cellid_000001090-1	sample3	Region 4	3	3
cellid_000001091-1	sample3	Region 4	0	1
cellid_000001093-1	sample3	Region 4	3	3
cellid_000001095-1	sample3	Region 4	3	3
cellid_000001097-1	sample3	Region 4	3	3
cellid_000001098-1	sample3	Region 4	3	3
cellid_000001099-1	sample3	Region 4	3	3
cellid_000001106-1	sample3	Region 4	5	4
cellid_000001108-1	sample3	Region 4	3	3
cellid_000001109-1	sample3	Region 4	3	3
cellid_000001111-1	sample3	Region 4	9	10
cellid_000001114-1	sample3	Region 4	3	3
cellid_000001118-1	sample3	Region 4	3	3
cellid_000001119-1	sample3	Region 4	3	3
cellid_000001122-1	sample3	Region 4	3	3
cellid_000001126-1	sample3	Region 4	9	10
cellid_000001128-1	sample3	Region 4	3	3
cellid_000001138-1	sample3	Region 4	3	3
cellid_000001139-1	sample3	Region 4	3	3
cellid_000001145-1	sample3	Unlabeled	3	3
cellid_000001151-1	sample3	Unlabeled	3	3
cellid_000001152-1	sample3	Region 4	3	3
cellid_000001155-1	sample3	Region 4	3	3
cellid_000001157-1	sample3	Region 4	9	10
cellid_000001159-1	sample3	Region 4	3	3
cellid_000001160-1	sample3	Region 4	3	3
cellid_000001162-1	sample3	Region 4	0	5
cellid_000001163-1	sample3	Region 4	3	3
cellid_000001164-1	sample3	Region 4	3	3
cellid_000001168-1	sample3	Region 4	3	3
cellid_000001171-1	sample3	Region 4	3	3
cellid_000001172-1	sample3	Region 4	3	3
cellid_000001178-1	sample3	Region 4	3	3
cellid_000001180-1	sample3	Region 4	3	3
cellid_000001183-1	sample3	Region 4	3	3
cellid_000001186-1	sample3	Region 4	3	3
cellid_000001187-1	sample3	Region 4	3	3
cellid_000001189-1	sample3	Region 4	3	3
cellid_000001193-1	sample3	Region 4	3	3
cellid_000001197-1	sample3	Region 4	3	3
cellid_000001202-1	sample3	Region 4	9	10
cellid_000001208-1	sample3	Region 4	3	3
cellid_000001209-1	sample3	Region 4	3	3
cellid_000001224-1	sample3	Region 4	3	3
cellid_000001225-1	sample3	Region 4	3	3
cellid_000001229-1	sample3	Region 4	2	7
cellid_000001230-1	sample3	Unlabeled	3	7
cellid_000001231-1	sample3	Region 4	5	4
cellid_000001232-1	sample3	Region 4	3	3
cellid_000001236-1	sample3	Region 4	3	3
cellid_000001238-1	sample3	Region 4	3	3
cellid_000001242-1	sample3	Region 4	3	3
cellid_000001246-1	sample3	Region 4	3	3
cellid_000001247-1	sample3	Region 4	3	3
cellid_000001248-1	sample3	Region 4	3	3
cellid_000001251-1	sample3	Region 4	9	10
cellid_000001264-1	sample3	Region 4	3	3
cellid_000001265-1	sample3	Region 4	3	3
cellid_000001268-1	sample3	Region 4	5	4
cellid_000001272-1	sample3	Region 4	3	3
cellid_000001273-1	sample3	Region 4	0	1
cellid_000001281-1	sample3	Region 4	0	1
cellid_000001284-1	sample3	Region 3	0	1
cellid_000001285-1	sample3	Region 4	0	1
cellid_000001296-1	sample3	Region 4	0	1
cellid_000001297-1	sample3	Region 4	3	3
cellid_000001303-1	sample3	Region 4	0	1
cellid_000001306-1	sample3	Region 4	0	1
cellid_000001309-1	sample3	Region 4	3	3
cellid_000001315-1	sample3	Region 4	2	7
cellid_000001318-1	sample3	Region 4	9	10
cellid_000001322-1	sample3	Region 4	3	3
cellid_000001324-1	sample3	Region 4	3	3
cellid_000001335-1	sample3	Region 4	3	3
cellid_000001336-1	sample3	Region 4	2	7
cellid_000001338-1	sample3	Region 3	3	3
cellid_000001341-1	sample3	Region 4	9	10
cellid_000001344-1	sample3	Region 4	3	3
cellid_000001347-1	sample3	Region 4	0	1
cellid_000001352-1	sample3	Region 4	3	10
cellid_000001354-1	sample3	Region 4	3	3
cellid_000001355-1	sample3	Unlabeled	5	4
cellid_000001356-1	sample3	Unlabeled	3	3
cellid_000001357-1	sample3	Region 4	0	5
cellid_000001360-1	sample3	Region 4	5	4
cellid_000001362-1	sample3	Region 4	5	4
cellid_000001367-1	sample3	Region 4	3	3
cellid_000001378-1	sample3	Region 4	0	1
cellid_000001379-1	sample3	Region 4	2	9
cellid_000001380-1	sample3	Region 4	3	3
cellid_000001384-1	sample3	Region 4	3	3
cellid_000001387-1	sample3	Region 4	0	5
cellid_000001389-1	sample3	Region 4	3	3
cellid_000001393-1	sample3	Region 4	0	1
cellid_000001395-1	sample3	Region 4	9	10
cellid_000001396-1	sample3	Region 4	3	3
cellid_000001398-1	sample3	Region 4	0	1
cellid_000001410-1	sample3	Region 4	0	1
cellid_000001412-1	sample3	Region 4	9	10
cellid_000001413-1	sample3	Region 4	3	3
cellid_000001420-1	sample3	Region 4	3	3
cellid_000001424-1	sample3	Region 4	3	3
cellid_000001428-1	sample3	Region 4	3	1
cellid_000001439-1	sample3	Region 4	2	7
cellid_000001455-1	sample3	Region 4	3	3
cellid_000001456-1	sample3	Region 4	9	10
cellid_000001461-1	sample3	Region 4	3	3
cellid_000001465-1	sample3	Region 4	3	3
cellid_000001470-1	sample3	Region 4	9	10
cellid_000001471-1	sample3	Region 4	0	1
cellid_000001475-1	sample3	Region 4	3	3
cellid_000001477-1	sample3	Region 4	3	3
cellid_000001478-1	sample3	Region 4	3	3
cellid_000001484-1	sample3	Region 4	0	1
cellid_000001486-1	sample3	Region 4	2	7
cellid_000001490-1	sample3	Region 4	0	5
cellid_000001494-1	sample3	Region 4	0	1
cellid_000001495-1	sample3	Region 4	0	1
cellid_000001496-1	sample3	Region 4	3	3
cellid_000001498-1	sample3	Unlabeled	3	3
cellid_000001500-1	sample3	Region 4	0	1
cellid_000001501-1	sample3	Region 4	0	1
cellid_000001506-1	sample3	Region 4	0	1
cellid_000001514-1	sample3	Unlabeled	3	3
cellid_000001518-1	sample3	Region 4	3	3
cellid_000001519-1	sample3	Region 4	3	3
cellid_000001520-1	sample3	Region 4	0	1
cellid_000001522-1	sample3	Region 4	3	3
cellid_000001527-1	sample3	Region 4	3	3
cellid_000001530-1	sample3	Region 4	3	3
cellid_000001531-1	sample3	Region 4	3	3
cellid_000001532-1	sample3	Region 3	5	4
cellid_000001533-1	sample3	Region 3	0	1
cellid_000001539-1	sample3	Region 3	0	1
cellid_000001540-1	sample3	Region 3	0	1
cellid_000001541-1	sample3	Region 3	0	1
cellid_000001542-1	sample3	Region 3	9	10
cellid_000001546-1	sample3	Region 3	3	3
cellid_000001547-1	sample3	Region 3	5	4
cellid_000001548-1	sample3	Region 3	5	4
cellid_000001553-1	sample3	Region 3	5	4
cellid_000001563-1	sample3	Region 3	5	4
cellid_000001564-1	sample3	Region 3	6	6
cellid_000001570-1	sample3	Region 3	5	4
cellid_000001572-1	sample3	Region 3	5	4
cellid_000001576-1	sample3	Region 3	6	6
cellid_000001579-1	sample3	Region 3	6	6
cellid_000001583-1	sample3	Region 3	6	6
cellid_000001590-1	sample3	Region 3	0	1
cellid_000001592-1	sample3	Region 3	3	3
cellid_000001595-1	sample3	Region 3	5	4
cellid_000001597-1	sample3	Region 3	5	4
cellid_000001598-1	sample3	Region 3	6	6
cellid_000001602-1	sample3	Region 3	8	5
cellid_000001606-1	sample3	Region 3	3	3
cellid_000001609-1	sample3	Region 3	5	4
cellid_000001611-1	sample3	Region 3	6	6
cellid_000001614-1	sample3	Region 3	0	1
cellid_000001616-1	sample3	Region 3	0	1
cellid_000001617-1	sample3	Region 3	5	4
cellid_000001619-1	sample3	Region 3	5	4
cellid_000001625-1	sample3	Region 3	6	6
cellid_000001633-1	sample3	Region 3	0	1
cellid_000001635-1	sample3	Region 3	6	1
cellid_000001642-1	sample3	Region 3	3	3
cellid_000001644-1	sample3	Region 3	3	10
cellid_000001651-1	sample3	Region 3	5	4
cellid_000001652-1	sample3	Region 3	0	1
cellid_000001654-1	sample3	Region 3	3	3
cellid_000001658-1	sample3	Region 3	0	1
cellid_000001659-1	sample3	Region 3	0	1
cellid_000001668-1	sample3	Region 3	5	4
cellid_000001669-1	sample3	Region 3	5	4
cellid_000001670-1	sample3	Region 3	5	4
cellid_000001679-1	sample3	Region 3	0	1
cellid_000001680-1	sample3	Region 3	0	1
cellid_000001681-1	sample3	Region 3	6	6
cellid_000001683-1	sample3	Region 3	5	4
cellid_000001693-1	sample3	Region 3	2	7
cellid_000001695-1	sample3	Region 3	0	1
cellid_000001700-1	sample3	Region 3	9	10
cellid_000001702-1	sample3	Region 3	0	1
cellid_000001705-1	sample3	Region 3	6	6
cellid_000001707-1	sample3	Region 3	3	3
cellid_000001710-1	sample3	Region 3	5	4
cellid_000001718-1	sample3	Region 3	9	10
cellid_000001722-1	sample3	Region 3	5	4
cellid_000001725-1	sample3	Region 3	2	7
cellid_000001730-1	sample3	Region 3	3	3
cellid_000001732-1	sample3	Region 3	0	1
cellid_000001738-1	sample3	Region 3	2	7
cellid_000001739-1	sample3	Region 3	3	3
cellid_000001744-1	sample3	Region 3	5	4
cellid_000001752-1	sample3	Region 3	0	1
cellid_000001753-1	sample3	Region 3	3	3
cellid_000001755-1	sample3	Region 3	2	9
cellid_000001756-1	sample3	Region 3	5	4
cellid_000001760-1	sample3	Region 3	0	1
cellid_000001763-1	sample3	Region 3	0	1
cellid_000001766-1	sample3	Region 3	6	6
cellid_000001771-1	sample3	Region 3	0	1
cellid_000001777-1	sample3	Region 3	5	4
cellid_000001801-1	sample3	Region 3	0	1
cellid_000001807-1	sample3	Region 3	3	3
cellid_000001812-1	sample3	Region 3	6	6
cellid_000001814-1	sample3	Region 3	3	3
cellid_000001818-1	sample3	Region 3	0	1
cellid_000001820-1	sample3	Region 3	5	4
cellid_000001822-1	sample3	Region 3	3	3
cellid_000001825-1	sample3	Region 3	0	1
cellid_000001826-1	sample3	Region 3	0	1
cellid_000001827-1	sample3	Region 3	9	10
cellid_000001831-1	sample3	Region 3	0	1
cellid_000001835-1	sample3	Region 3	0	1
cellid_000001836-1	sample3	Region 3	8	5
cellid_000001839-1	sample3	Region 3	0	5
cellid_000001843-1	sample3	Region 3	3	3
cellid_000001844-1	sample3	Region 3	3	3
cellid_000001848-1	sample3	Region 3	2	7
cellid_000001859-1	sample3	Region 3	9	10
cellid_000001861-1	sample3	Region 3	3	3
cellid_000001864-1	sample3	Region 3	3	3
cellid_000001872-1	sample3	Region 3	3	3
cellid_000001876-1	sample3	Region 3	5	4
cellid_000001878-1	sample3	Region 3	6	6
cellid_000001880-1	sample3	Region 3	3	3
cellid_000001883-1	sample3	Region 3	5	4
cellid_000001887-1	sample3	Region 3	8	5
cellid_000001888-1	sample3	Region 3	6	6
cellid_000001890-1	sample3	Region 3	3	3
cellid_000001892-1	sample3	Region 3	3	3
cellid_000001894-1	sample3	Region 3	0	1
cellid_000001895-1	sample3	Region 3	3	3
cellid_000001896-1	sample3	Region 3	0	1
cellid_000001898-1	sample3	Region 3	5	4
cellid_000001901-1	sample3	Region 3	3	3
cellid_000001906-1	sample3	Region 3	2	7
cellid_000001922-1	sample3	Region 3	5	4
cellid_000001930-1	sample3	Region 3	3	3
cellid_000001932-1	sample3	Region 3	0	1
cellid_000001936-1	sample3	Region 3	3	3
cellid_000001937-1	sample3	Region 3	5	4
cellid_000001947-1	sample3	Region 3	0	1
cellid_000001950-1	sample3	Region 3	0	1
cellid_000001952-1	sample3	Region 3	5	4
cellid_000001955-1	sample3	Region 3	3	3
cellid_000001957-1	sample3	Region 3	3	3
cellid_000001960-1	sample3	Region 3	3	3
cellid_000001961-1	sample3	Region 3	3	3
cellid_000001963-1	sample3	Region 3	0	1
cellid_000001965-1	sample3	Region 3	5	4
cellid_000001968-1	sample3	Region 3	0	1
cellid_000001972-1	sample3	Region 3	5	4
cellid_000001976-1	sample3	Region 3	5	4
cellid_000001980-1	sample3	Region 3	3	3
cellid_000001981-1	sample3	Region 3	3	3
cellid_000001990-1	sample3	Region 3	0	1
cellid_000001992-1	sample3	Region 3	6	6
cellid_000001999-1	sample3	Region 3	2	7
cellid_000002000-1	sample3	Region 3	0	1
cellid_000002003-1	sample3	Region 3	0	1
cellid_000002007-1	sample3	Region 3	5	4
cellid_000002009-1	sample3	Region 3	3	3
cellid_000002016-1	sample3	Region 3	0	1
cellid_000002018-1	sample3	Region 3	3	3
cellid_000002022-1	sample3	Region 3	0	1
cellid_000002039-1	sample3	Region 3	3	3
cellid_000002041-1	sample3	Region 3	3	3
cellid_000002053-1	sample3	Region 3	9	10
cellid_000002057-1	sample3	Region 3	2	9
cellid_000002060-1	sample3	Region 3	0	1
cellid_000002062-1	sample3	Region 3	5	4
cellid_000002068-1	sample3	Region 3	3	3
cellid_000002076-1	sample3	Region 3	3	9
cellid_000002078-1	sample3	Region 3	3	3
cellid_000002083-1	sample3	Region 3	3	3
cellid_000002084-1	sample3	Region 3	5	4
cellid_000002087-1	sample3	Region 3	3	3
cellid_000002089-1	sample3	Region 3	5	4
cellid_000002090-1	sample3	Region 3	0	1
cellid_000002093-1	sample3	Region 3	3	3
cellid_000002096-1	sample3	Region 3	3	3
cellid_000002099-1	sample3	Region 3	5	4
cellid_000002100-1	sample3	Region 3	5	4
cellid_000002108-1	sample3	Region 3	9	10
cellid_000002119-1	sample3	Region 3	5	4
cellid_000002120-1	sample3	Region 3	2	7
