# Generated: 2026-07-20T17:40:55.309515
# Sample: sample3
# Scanpy: 1.11.5
# Random seed: 0
# n_cells: 18476
	sample	region_annotation	leiden_0_6	leiden_0_8
31137	sample3	Region 2	4	5
31161	sample3	Region 2	4	5
31164	sample3	Region 2	4	5
31169	sample3	Region 2	4	5
31185	sample3	Region 2	7	10
31195	sample3	Region 2	4	5
31202	sample3	Region 2	7	10
31258	sample3	Region 2	7	10
31281	sample3	Region 2	4	5
31315	sample3	Region 2	4	5
31323	sample3	Region 2	4	5
31377	sample3	Region 2	4	5
31378	sample3	Region 2	4	5
31381	sample3	Region 2	4	5
31415	sample3	Region 2	7	10
31445	sample3	Region 2	4	5
31469	sample3	Region 2	4	5
31470	sample3	Region 2	4	5
31477	sample3	Region 2	4	5
31486	sample3	Region 2	4	5
31568	sample3	Region 2	4	5
31571	sample3	Region 2	4	5
31572	sample3	Region 2	4	5
31612	sample3	Region 2	7	10
31624	sample3	Region 2	4	5
31657	sample3	Region 2	3	4
31688	sample3	Region 2	4	5
31700	sample3	Region 2	4	11
31705	sample3	Region 2	7	10
31718	sample3	Region 2	4	5
31736	sample3	Region 2	4	5
31743	sample3	Region 2	4	5
31754	sample3	Region 2	4	5
31774	sample3	Region 2	4	5
31844	sample3	Region 2	7	10
31872	sample3	Region 2	4	5
31873	sample3	Region 2	4	5
32033	sample3	Region 2	7	10
32037	sample3	Region 2	7	10
32057	sample3	Region 2	4	5
32071	sample3	Region 2	4	5
32077	sample3	Region 2	7	10
32079	sample3	Region 2	4	5
32086	sample3	Region 2	0	0
32088	sample3	Region 2	0	0
32091	sample3	Region 2	1	1
32100	sample3	Region 2	2	3
32112	sample3	Region 2	4	5
32178	sample3	Region 2	0	0
32181	sample3	Region 2	0	0
32205	sample3	Region 2	4	5
32209	sample3	Region 2	2	3
32211	sample3	Region 2	0	2
32212	sample3	Region 2	0	2
32221	sample3	Region 2	4	5
32255	sample3	Region 2	4	5
32270	sample3	Region 2	4	5
32280	sample3	Region 2	4	5
32285	sample3	Region 2	4	5
32352	sample3	Region 2	7	10
32355	sample3	Region 2	7	10
32379	sample3	Region 2	4	5
32405	sample3	Region 2	4	5
32432	sample3	Region 2	4	5
32468	sample3	Region 2	4	5
32532	sample3	Region 2	4	5
32598	sample3	Region 2	4	5
32603	sample3	Region 2	4	5
32622	sample3	Region 2	4	5
32625	sample3	Region 2	7	10
32672	sample3	Region 2	4	5
32713	sample3	Region 2	4	5
32729	sample3	Region 2	4	5
32735	sample3	Region 2	4	11
32769	sample3	Region 2	4	5
32777	sample3	Region 2	7	10
32792	sample3	Region 2	4	5
32801	sample3	Region 2	4	5
32840	sample3	Region 2	4	5
32845	sample3	Region 2	0	0
32852	sample3	Region 2	4	5
32853	sample3	Region 2	4	5
32868	sample3	Region 2	0	2
32874	sample3	Region 2	4	5
32878	sample3	Region 2	4	5
32897	sample3	Region 2	4	5
32924	sample3	Region 2	7	10
32938	sample3	Region 2	4	5
32939	sample3	Region 2	4	5
32943	sample3	Region 2	4	5
32955	sample3	Region 2	7	10
32968	sample3	Region 2	4	5
32996	sample3	Region 2	4	5
33008	sample3	Region 2	4	5
33041	sample3	Region 2	4	5
33051	sample3	Region 2	4	5
33058	sample3	Region 2	7	10
33066	sample3	Region 2	4	5
33157	sample3	Region 2	3	4
33176	sample3	Region 2	4	5
33195	sample3	Region 2	4	5
33198	sample3	Region 2	4	5
33224	sample3	Region 2	4	5
33236	sample3	Region 2	7	10
33239	sample3	Region 2	7	10
33249	sample3	Region 2	4	5
33258	sample3	Region 2	4	5
33280	sample3	Region 2	3	4
33297	sample3	Region 2	4	5
33327	sample3	Region 2	4	5
33382	sample3	Region 2	4	5
33386	sample3	Region 2	4	5
33392	sample3	Region 2	3	4
33394	sample3	Region 2	4	5
33409	sample3	Region 2	4	5
33416	sample3	Region 2	3	4
33474	sample3	Region 2	7	10
33485	sample3	Region 2	3	4
33512	sample3	Region 2	4	5
33526	sample3	Region 2	3	4
33531	sample3	Region 2	4	5
33535	sample3	Region 2	4	5
33543	sample3	Region 2	4	5
33555	sample3	Region 2	4	5
33558	sample3	Region 2	4	5
33559	sample3	Region 2	3	4
33571	sample3	Region 2	4	5
33573	sample3	Region 2	4	5
33576	sample3	Region 2	4	5
33577	sample3	Region 2	4	5
33582	sample3	Region 2	4	5
33584	sample3	Region 2	4	5
33590	sample3	Region 2	4	5
33599	sample3	Region 2	4	5
33629	sample3	Region 2	4	5
33652	sample3	Region 2	5	7
33712	sample3	Region 2	4	5
33736	sample3	Region 2	4	5
33768	sample3	Region 2	4	5
33770	sample3	Region 2	4	5
33782	sample3	Region 2	3	4
33786	sample3	Region 2	4	5
33796	sample3	Region 2	3	4
33815	sample3	Region 2	4	5
33833	sample3	Region 2	4	5
33835	sample3	Region 2	4	5
33836	sample3	Region 2	4	5
33842	sample3	Region 2	4	5
33859	sample3	Region 2	4	5
33865	sample3	Region 2	4	11
33869	sample3	Region 2	4	5
33880	sample3	Region 2	4	5
33885	sample3	Region 2	4	5
33890	sample3	Region 2	4	5
33904	sample3	Region 2	4	5
33909	sample3	Region 2	4	5
33922	sample3	Region 2	4	5
33927	sample3	Region 2	4	5
33928	sample3	Region 2	4	11
33929	sample3	Region 2	4	5
33939	sample3	Region 2	4	5
33969	sample3	Region 2	4	11
33994	sample3	Region 2	4	5
34006	sample3	Region 2	4	5
34031	sample3	Region 2	3	4
34039	sample3	Region 2	4	5
34041	sample3	Region 2	4	5
34043	sample3	Region 2	4	5
34080	sample3	Region 2	7	10
34131	sample3	Region 2	4	5
34154	sample3	Region 2	4	5
34176	sample3	Region 2	4	5
34196	sample3	Region 2	3	4
34197	sample3	Region 2	7	10
34231	sample3	Region 2	7	10
34243	sample3	Region 2	4	5
34251	sample3	Region 2	4	5
34268	sample3	Region 2	4	5
34278	sample3	Region 2	4	5
34320	sample3	Region 2	4	5
34322	sample3	Region 2	4	5
34356	sample3	Region 2	4	5
34374	sample3	Region 2	4	5
34415	sample3	Region 2	4	5
34432	sample3	Region 2	4	5
34436	sample3	Region 2	4	5
34485	sample3	Region 2	4	5
34511	sample3	Region 2	4	5
34513	sample3	Region 2	4	5
34519	sample3	Region 2	4	11
34527	sample3	Region 2	4	5
34539	sample3	Region 2	4	5
34569	sample3	Region 2	4	5
34640	sample3	Region 2	4	5
34652	sample3	Region 2	4	5
34663	sample3	Region 2	4	5
34671	sample3	Region 2	4	5
34728	sample3	Region 2	7	10
34731	sample3	Region 2	4	5
34835	sample3	Region 2	4	5
34864	sample3	Region 2	4	11
34890	sample3	Region 2	4	5
34895	sample3	Region 2	4	5
34926	sample3	Region 2	4	5
34963	sample3	Region 2	4	5
34964	sample3	Region 2	7	10
34979	sample3	Region 2	4	5
34996	sample3	Region 2	4	5
35031	sample3	Region 2	4	5
35053	sample3	Region 2	4	5
35057	sample3	Region 2	7	10
35070	sample3	Region 2	4	5
35091	sample3	Region 2	7	10
35098	sample3	Region 2	7	10
35102	sample3	Region 2	4	5
35115	sample3	Region 2	7	10
35116	sample3	Region 2	4	5
35125	sample3	Region 2	7	10
35137	sample3	Region 2	4	5
35151	sample3	Region 2	4	5
35156	sample3	Region 2	3	4
35173	sample3	Region 2	4	5
35197	sample3	Region 2	3	4
35231	sample3	Region 2	7	10
35244	sample3	Region 2	7	10
35246	sample3	Region 2	7	10
35265	sample3	Region 2	4	5
35269	sample3	Region 2	4	5
35279	sample3	Region 2	4	5
35281	sample3	Region 2	4	5
35283	sample3	Region 2	4	5
35291	sample3	Region 2	7	10
35295	sample3	Region 2	7	10
35318	sample3	Region 2	4	5
35330	sample3	Region 2	4	5
35336	sample3	Region 2	7	10
35337	sample3	Region 2	7	10
35363	sample3	Region 2	3	4
35374	sample3	Region 2	4	5
35376	sample3	Region 2	4	5
35380	sample3	Region 2	4	5
35384	sample3	Region 2	4	5
35386	sample3	Region 2	6	8
35394	sample3	Region 2	6	8
35400	sample3	Region 2	4	5
35408	sample3	Region 2	6	8
35415	sample3	Region 2	4	5
35417	sample3	Region 2	4	5
35423	sample3	Region 2	3	4
35426	sample3	Region 2	4	5
35427	sample3	Region 2	3	4
35428	sample3	Region 2	7	10
35431	sample3	Region 2	4	5
35463	sample3	Region 2	4	5
35472	sample3	Region 2	4	5
35480	sample3	Region 2	4	5
35481	sample3	Region 2	4	5
35496	sample3	Region 2	4	5
35511	sample3	Region 2	4	5
35512	sample3	Region 2	7	10
35514	sample3	Region 2	7	10
35532	sample3	Region 2	4	5
35539	sample3	Region 2	7	10
35542	sample3	Region 2	7	10
35577	sample3	Region 2	4	5
35589	sample3	Region 2	4	5
35615	sample3	Region 2	4	5
35617	sample3	Region 2	4	5
35618	sample3	Region 2	4	5
35619	sample3	Region 2	4	5
35624	sample3	Region 2	4	5
35643	sample3	Region 2	4	5
35654	sample3	Region 2	4	5
35661	sample3	Region 2	4	5
35669	sample3	Region 2	4	5
35691	sample3	Region 2	4	5
35708	sample3	Region 2	4	5
35717	sample3	Region 2	4	5
35718	sample3	Region 2	4	5
35721	sample3	Region 2	4	5
35725	sample3	Region 2	4	5
35726	sample3	Region 2	4	5
35730	sample3	Region 2	4	11
35740	sample3	Region 2	4	5
35743	sample3	Region 2	4	5
35752	sample3	Region 2	4	5
35788	sample3	Region 2	4	5
35792	sample3	Region 2	4	5
35797	sample3	Region 2	4	5
35805	sample3	Region 2	4	5
35811	sample3	Region 2	4	5
35816	sample3	Region 2	7	10
35854	sample3	Region 2	7	10
35863	sample3	Region 2	7	10
35883	sample3	Region 2	4	5
35902	sample3	Region 2	7	10
35936	sample3	Region 2	4	11
35950	sample3	Region 2	4	5
36023	sample3	Region 2	7	10
36028	sample3	Region 2	4	5
36030	sample3	Region 2	7	10
36034	sample3	Region 2	7	10
36040	sample3	Region 2	3	4
36042	sample3	Region 2	4	5
36044	sample3	Region 2	4	5
36064	sample3	Region 2	4	5
36066	sample3	Region 2	4	5
36076	sample3	Region 2	4	5
36077	sample3	Region 2	3	4
36090	sample3	Region 2	4	5
36091	sample3	Region 2	3	4
36093	sample3	Region 2	7	10
36094	sample3	Region 2	4	5
36095	sample3	Region 2	7	10
36098	sample3	Region 2	3	4
36110	sample3	Region 2	4	5
36133	sample3	Region 2	4	5
36135	sample3	Region 2	4	5
36176	sample3	Region 2	4	5
36202	sample3	Region 2	4	5
36205	sample3	Region 2	4	5
36208	sample3	Region 2	4	5
36211	sample3	Region 2	7	10
36228	sample3	Region 2	7	10
36242	sample3	Region 2	4	5
36247	sample3	Region 2	7	10
36307	sample3	Region 2	4	5
36309	sample3	Region 2	4	5
36339	sample3	Region 2	4	5
36361	sample3	Region 2	4	5
36373	sample3	Region 2	4	5
36377	sample3	Region 2	4	5
36389	sample3	Region 2	4	11
36412	sample3	Region 2	3	4
36417	sample3	Region 2	4	5
36422	sample3	Region 2	4	5
36429	sample3	Region 2	4	5
36438	sample3	Region 2	4	5
36466	sample3	Region 2	4	5
36475	sample3	Region 2	4	5
36476	sample3	Region 2	4	5
36478	sample3	Region 2	7	10
36482	sample3	Region 2	4	5
36483	sample3	Region 2	4	5
36508	sample3	Region 2	4	5
36524	sample3	Region 2	3	4
36527	sample3	Region 2	4	5
36597	sample3	Region 2	4	11
36614	sample3	Region 2	7	10
36628	sample3	Region 2	7	10
36644	sample3	Region 2	4	5
36649	sample3	Region 2	4	5
36663	sample3	Region 2	4	5
36709	sample3	Region 2	7	10
36779	sample3	Region 2	4	5
36792	sample3	Region 2	4	5
36794	sample3	Region 2	7	10
36795	sample3	Region 2	7	10
36805	sample3	Region 2	7	10
36810	sample3	Region 2	7	10
36811	sample3	Region 2	7	10
36826	sample3	Region 2	4	5
36831	sample3	Region 2	4	5
36836	sample3	Region 2	4	5
36843	sample3	Region 2	4	5
36844	sample3	Region 2	4	5
36856	sample3	Region 2	3	4
36864	sample3	Region 2	4	5
36872	sample3	Region 2	4	5
36887	sample3	Region 2	4	5
36890	sample3	Region 2	4	5
36891	sample3	Region 2	4	5
36893	sample3	Region 2	4	5
36903	sample3	Region 2	7	10
36910	sample3	Region 2	4	5
36912	sample3	Region 2	3	4
36926	sample3	Region 2	4	5
36947	sample3	Region 2	4	5
36967	sample3	Region 2	3	4
36997	sample3	Region 2	4	5
37002	sample3	Region 2	4	11
37016	sample3	Region 2	6	8
37017	sample3	Region 2	6	8
37021	sample3	Region 2	4	5
37025	sample3	Region 2	4	11
37034	sample3	Region 2	7	10
37035	sample3	Region 2	4	5
37054	sample3	Region 2	4	5
37078	sample3	Region 2	4	5
37082	sample3	Region 2	4	5
37086	sample3	Region 2	4	5
37090	sample3	Region 2	7	10
37099	sample3	Region 2	4	5
37115	sample3	Region 2	7	10
37135	sample3	Region 2	4	5
37136	sample3	Region 4	2	6
37141	sample3	Region 4	1	3
37144	sample3	Region 4	0	2
37145	sample3	Region 4	0	0
37146	sample3	Region 4	1	1
37157	sample3	Region 4	0	0
37159	sample3	Region 4	0	0
37166	sample3	Region 4	3	4
37167	sample3	Region 4	0	0
37168	sample3	Region 4	0	0
37172	sample3	Region 4	0	0
37175	sample3	Region 4	0	3
37177	sample3	Region 4	0	0
37180	sample3	Region 4	0	2
37182	sample3	Region 4	1	1
37184	sample3	Region 4	0	0
37185	sample3	Region 4	4	5
37191	sample3	Region 4	0	0
37192	sample3	Region 4	2	3
37198	sample3	Region 4	0	0
37201	sample3	Region 4	0	0
37204	sample3	Region 4	0	0
37205	sample3	Region 4	0	0
37206	sample3	Region 4	0	0
37212	sample3	Region 4	0	2
37215	sample3	Region 4	0	0
37216	sample3	Region 4	0	0
37217	sample3	Region 4	0	0
37225	sample3	Region 4	0	0
37226	sample3	Region 4	0	0
37236	sample3	Region 4	0	2
37237	sample3	Region 4	0	0
37241	sample3	Region 4	0	0
37244	sample3	Region 4	0	2
37246	sample3	Region 4	0	2
37247	sample3	Region 4	3	4
37249	sample3	Region 4	0	2
37251	sample3	Region 4	0	0
37252	sample3	Region 4	0	0
37254	sample3	Region 4	0	2
37258	sample3	Region 4	3	4
37259	sample3	Region 4	0	0
37262	sample3	Region 4	0	0
37270	sample3	Region 4	3	4
37277	sample3	Region 4	0	0
37284	sample3	Region 4	0	0
37285	sample3	Region 4	0	0
37287	sample3	Region 4	0	2
37294	sample3	Region 4	0	0
37295	sample3	Region 4	0	0
37296	sample3	Region 4	0	0
37297	sample3	Region 4	1	3
37298	sample3	Region 4	0	2
37305	sample3	Region 4	0	0
37309	sample3	Region 4	0	0
37316	sample3	Region 4	0	0
37317	sample3	Region 4	0	2
37321	sample3	Region 4	0	0
37324	sample3	Region 4	2	6
37325	sample3	Region 4	0	2
37327	sample3	Region 4	0	0
37331	sample3	Region 4	3	4
37334	sample3	Region 4	3	4
37336	sample3	Region 4	0	0
37338	sample3	Region 4	2	6
37339	sample3	Region 4	4	5
37341	sample3	Region 4	1	2
37347	sample3	Region 4	1	1
37351	sample3	Region 4	3	4
37352	sample3	Region 4	0	0
37355	sample3	Region 4	0	2
37357	sample3	Region 4	0	2
37360	sample3	Region 4	0	0
37365	sample3	Region 4	0	0
37370	sample3	Region 4	0	0
37372	sample3	Region 4	0	2
37374	sample3	Region 4	0	0
37380	sample3	Region 4	1	2
37384	sample3	Region 4	1	1
37385	sample3	Region 4	0	0
37401	sample3	Region 4	0	0
37402	sample3	Region 4	1	6
37406	sample3	Region 4	0	0
37408	sample3	Region 4	1	1
37414	sample3	Region 4	2	6
37416	sample3	Region 4	1	1
37425	sample3	Region 4	0	0
37438	sample3	Region 4	1	6
37446	sample3	Region 4	7	10
37449	sample3	Region 4	0	0
37456	sample3	Region 4	0	2
37460	sample3	Region 4	0	0
37461	sample3	Region 4	0	0
37463	sample3	Region 4	0	2
37464	sample3	Region 4	0	0
37468	sample3	Region 4	0	0
37473	sample3	Region 4	0	0
37481	sample3	Region 4	0	0
37485	sample3	Region 4	0	2
37486	sample3	Region 4	0	0
37490	sample3	Region 4	0	0
37493	sample3	Region 4	0	0
37497	sample3	Region 4	0	0
37500	sample3	Region 4	0	0
37501	sample3	Region 4	0	0
37508	sample3	Region 4	0	2
37511	sample3	Region 4	0	0
37512	sample3	Region 4	0	0
37513	sample3	Region 4	0	9
37521	sample3	Region 4	0	0
37527	sample3	Region 4	0	0
37529	sample3	Region 4	0	2
37538	sample3	Region 4	0	0
37539	sample3	Region 4	0	0
37543	sample3	Region 4	0	2
37544	sample3	Region 4	1	1
37546	sample3	Region 4	0	0
37547	sample3	Region 4	2	6
37553	sample3	Region 4	1	1
37556	sample3	Region 4	0	0
37562	sample3	Region 4	3	4
37563	sample3	Region 4	1	0
37571	sample3	Region 4	1	1
37572	sample3	Region 4	0	2
37575	sample3	Region 4	0	0
37580	sample3	Region 4	0	0
37586	sample3	Region 4	0	0
37589	sample3	Region 4	1	1
37590	sample3	Region 4	1	1
37591	sample3	Region 4	1	1
37593	sample3	Region 4	3	4
37595	sample3	Region 4	0	2
37598	sample3	Region 4	0	0
37607	sample3	Region 4	0	0
37608	sample3	Region 4	0	0
37611	sample3	Region 4	3	4
37616	sample3	Region 4	0	0
37619	sample3	Region 4	0	0
37624	sample3	Region 4	0	0
37630	sample3	Region 4	3	4
37634	sample3	Region 4	3	4
37636	sample3	Region 4	2	6
37637	sample3	Region 4	0	2
37638	sample3	Region 4	7	10
37642	sample3	Region 4	4	5
37649	sample3	Region 4	1	0
37654	sample3	Region 4	1	1
37667	sample3	Region 4	0	0
37671	sample3	Region 4	0	2
37672	sample3	Region 4	0	2
37673	sample3	Region 4	3	4
37675	sample3	Region 4	0	2
37676	sample3	Region 4	0	0
37679	sample3	Region 4	0	0
37681	sample3	Region 4	0	0
37682	sample3	Region 4	0	1
37683	sample3	Region 4	0	0
37686	sample3	Region 4	1	1
37691	sample3	Region 4	1	1
37694	sample3	Region 4	0	0
37699	sample3	Region 4	0	0
37724	sample3	Region 4	0	0
37726	sample3	Region 4	1	1
37729	sample3	Region 4	0	0
37731	sample3	Region 4	0	2
37738	sample3	Region 4	3	4
37740	sample3	Region 4	0	2
37742	sample3	Region 4	3	4
37755	sample3	Region 4	2	3
37757	sample3	Region 4	0	2
37759	sample3	Region 4	1	3
37763	sample3	Region 4	2	3
37774	sample3	Region 4	1	1
37775	sample3	Region 4	4	5
37776	sample3	Region 4	0	2
37777	sample3	Region 4	1	1
37778	sample3	Region 4	1	1
37779	sample3	Region 4	1	1
37785	sample3	Region 4	0	0
37788	sample3	Region 4	0	0
37789	sample3	Region 4	1	1
37794	sample3	Region 4	0	0
37798	sample3	Region 4	0	0
37803	sample3	Region 4	0	0
37804	sample3	Region 4	1	3
37808	sample3	Region 4	0	2
37812	sample3	Region 4	0	0
37813	sample3	Region 4	0	0
37815	sample3	Region 4	1	1
37817	sample3	Region 4	0	0
37818	sample3	Region 4	0	0
37822	sample3	Region 4	0	0
37823	sample3	Region 4	0	2
37824	sample3	Region 4	2	0
37840	sample3	Region 4	1	1
37845	sample3	Region 4	1	1
37855	sample3	Region 4	0	0
37858	sample3	Region 4	0	0
37864	sample3	Region 4	0	0
37867	sample3	Region 4	0	0
37879	sample3	Region 4	1	1
37880	sample3	Region 4	1	1
37885	sample3	Region 4	0	2
37887	sample3	Region 4	0	0
37888	sample3	Region 4	1	2
37894	sample3	Region 4	1	1
37896	sample3	Region 4	0	0
37898	sample3	Region 4	4	5
37901	sample3	Region 4	1	1
37903	sample3	Region 4	1	4
37905	sample3	Region 4	1	1
37909	sample3	Region 4	0	0
37914	sample3	Region 4	0	2
37915	sample3	Region 4	0	0
37919	sample3	Region 4	0	2
37921	sample3	Region 4	0	0
37924	sample3	Region 4	4	5
37926	sample3	Region 4	1	1
37929	sample3	Region 4	0	0
37932	sample3	Region 4	1	1
37938	sample3	Region 4	0	0
37939	sample3	Region 4	1	1
37942	sample3	Region 4	0	0
37943	sample3	Region 4	0	2
37945	sample3	Region 4	0	2
37955	sample3	Region 4	0	0
37956	sample3	Region 4	0	2
37961	sample3	Region 4	0	2
37965	sample3	Region 4	0	0
37970	sample3	Region 4	0	0
37971	sample3	Region 4	0	0
37972	sample3	Region 4	0	0
37974	sample3	Region 4	0	0
37978	sample3	Region 4	0	0
37981	sample3	Region 4	0	0
37983	sample3	Region 4	0	2
37984	sample3	Region 4	0	0
37988	sample3	Region 4	0	0
37990	sample3	Region 4	0	0
37992	sample3	Region 4	0	0
38007	sample3	Region 4	4	5
38008	sample3	Region 4	0	0
38011	sample3	Region 4	1	1
38013	sample3	Region 4	0	0
38015	sample3	Region 4	0	2
38016	sample3	Region 4	0	0
38019	sample3	Region 4	3	6
38020	sample3	Region 4	0	0
38021	sample3	Region 4	0	2
38022	sample3	Region 4	0	2
38033	sample3	Region 4	0	0
38036	sample3	Region 4	1	1
38039	sample3	Region 4	3	4
38048	sample3	Region 4	0	0
38058	sample3	Region 4	7	10
38061	sample3	Region 4	1	1
38063	sample3	Region 4	0	0
38066	sample3	Region 4	0	2
38067	sample3	Region 4	1	6
38082	sample3	Region 4	0	0
38097	sample3	Region 4	0	0
38099	sample3	Region 4	0	0
38102	sample3	Region 4	3	4
38114	sample3	Region 4	0	2
38132	sample3	Region 4	4	5
38142	sample3	Region 4	2	6
38144	sample3	Region 4	1	1
38146	sample3	Region 4	1	6
38147	sample3	Region 4	0	6
38179	sample3	Region 4	0	0
38194	sample3	Region 4	3	4
38201	sample3	Region 4	0	0
38205	sample3	Region 4	0	6
38212	sample3	Region 4	0	0
38220	sample3	Region 4	0	0
38230	sample3	Region 4	4	5
38231	sample3	Region 4	1	1
38246	sample3	Region 4	3	4
38247	sample3	Region 4	2	6
38251	sample3	Region 4	0	0
38267	sample3	Region 4	0	0
38268	sample3	Region 4	0	0
38269	sample3	Region 4	0	2
38273	sample3	Region 4	0	2
38274	sample3	Region 4	0	0
38277	sample3	Region 4	0	2
38278	sample3	Region 4	4	5
38280	sample3	Region 4	3	4
38285	sample3	Region 4	0	0
38287	sample3	Region 4	0	0
38293	sample3	Region 4	1	3
38305	sample3	Region 4	0	2
38308	sample3	Region 4	0	0
38322	sample3	Region 4	1	6
38329	sample3	Region 4	1	1
38332	sample3	Region 4	0	0
38334	sample3	Region 4	0	0
38336	sample3	Region 4	0	0
38337	sample3	Region 4	0	0
38341	sample3	Region 4	0	0
38342	sample3	Region 4	0	0
38343	sample3	Region 4	0	0
38351	sample3	Region 4	0	0
38353	sample3	Region 4	0	0
38359	sample3	Region 4	1	1
38360	sample3	Region 4	1	1
38361	sample3	Region 4	0	0
38365	sample3	Region 4	0	0
38366	sample3	Region 4	0	0
38370	sample3	Region 4	0	2
38374	sample3	Region 4	0	2
38383	sample3	Region 4	0	0
38389	sample3	Region 4	0	0
38402	sample3	Region 4	0	0
38403	sample3	Region 4	0	0
38404	sample3	Region 4	0	0
38406	sample3	Region 4	3	4
38408	sample3	Region 4	0	0
38414	sample3	Region 4	0	0
38415	sample3	Region 4	0	0
38416	sample3	Region 4	0	0
38417	sample3	Region 4	0	2
38419	sample3	Region 4	0	2
38420	sample3	Region 4	0	0
38423	sample3	Region 4	0	0
38427	sample3	Region 4	0	0
38431	sample3	Region 4	0	0
38436	sample3	Region 4	0	0
38437	sample3	Region 4	0	0
38438	sample3	Region 4	1	1
38440	sample3	Region 4	0	0
38443	sample3	Region 4	1	2
38450	sample3	Region 4	1	1
38455	sample3	Region 4	0	0
38459	sample3	Region 4	0	0
38465	sample3	Region 4	0	0
38467	sample3	Region 4	1	1
38473	sample3	Region 4	1	1
38474	sample3	Region 4	0	0
38475	sample3	Region 4	0	0
38480	sample3	Region 4	0	2
38484	sample3	Region 4	0	0
38485	sample3	Region 4	1	1
38486	sample3	Region 4	0	0
38487	sample3	Region 4	0	0
38491	sample3	Region 4	0	1
38494	sample3	Region 4	0	0
38495	sample3	Region 4	0	0
38496	sample3	Region 4	4	5
38497	sample3	Region 4	1	1
38502	sample3	Region 4	1	6
38504	sample3	Region 4	1	1
38506	sample3	Region 4	2	3
38508	sample3	Region 4	1	1
38510	sample3	Region 4	1	2
38514	sample3	Region 4	1	1
38519	sample3	Region 4	0	2
38523	sample3	Region 4	0	2
38527	sample3	Region 4	0	0
38529	sample3	Region 4	0	0
38531	sample3	Region 4	0	0
38534	sample3	Region 4	1	3
38537	sample3	Region 4	0	2
38539	sample3	Region 4	0	0
38547	sample3	Region 4	4	5
38550	sample3	Region 4	0	0
38551	sample3	Region 4	0	0
38552	sample3	Region 4	0	2
38564	sample3	Region 4	2	6
38565	sample3	Region 4	4	5
38586	sample3	Region 4	2	3
38587	sample3	Region 4	2	6
38596	sample3	Region 4	0	0
38609	sample3	Region 4	0	2
38611	sample3	Region 4	1	1
38614	sample3	Region 4	0	2
38615	sample3	Region 4	0	2
38617	sample3	Region 4	1	1
38618	sample3	Region 4	2	3
38620	sample3	Region 4	0	0
38622	sample3	Region 4	0	0
38629	sample3	Region 4	1	1
38638	sample3	Region 4	1	1
38639	sample3	Region 4	2	3
38643	sample3	Region 4	1	1
38644	sample3	Region 4	1	6
38646	sample3	Region 4	0	0
38648	sample3	Region 4	3	4
38649	sample3	Region 4	0	0
38653	sample3	Region 4	1	1
38654	sample3	Region 4	0	0
38664	sample3	Region 4	1	3
38665	sample3	Region 4	0	0
38668	sample3	Region 4	1	3
38670	sample3	Region 4	2	6
38678	sample3	Region 4	0	0
38679	sample3	Region 4	0	0
38682	sample3	Region 4	1	1
38685	sample3	Region 4	0	3
38686	sample3	Region 4	0	2
38691	sample3	Region 4	0	0
38693	sample3	Region 4	0	0
38694	sample3	Region 4	1	2
38695	sample3	Region 4	0	2
38704	sample3	Region 4	0	0
38707	sample3	Region 4	0	2
38710	sample3	Region 4	1	2
38712	sample3	Region 4	0	0
38717	sample3	Region 4	2	3
38730	sample3	Region 4	2	6
38731	sample3	Region 4	2	6
38742	sample3	Region 4	0	0
38746	sample3	Region 4	2	6
38747	sample3	Region 4	0	0
38748	sample3	Region 4	4	5
38751	sample3	Region 4	0	0
38752	sample3	Region 4	2	6
38760	sample3	Region 4	2	6
38776	sample3	Region 4	0	0
38788	sample3	Region 4	1	1
38789	sample3	Region 4	2	3
38791	sample3	Region 4	4	11
38805	sample3	Region 4	0	2
38807	sample3	Region 4	0	2
38818	sample3	Region 4	0	0
38822	sample3	Region 4	0	0
38828	sample3	Region 4	0	0
38831	sample3	Region 4	4	5
38840	sample3	Region 4	0	2
38841	sample3	Region 4	1	1
38849	sample3	Region 4	1	1
38851	sample3	Region 4	2	3
38855	sample3	Region 4	0	0
38858	sample3	Region 4	0	2
38861	sample3	Region 4	1	1
38862	sample3	Region 4	0	0
38863	sample3	Region 4	0	0
38864	sample3	Region 4	2	6
38865	sample3	Region 4	0	2
38867	sample3	Region 4	0	0
38868	sample3	Region 4	0	0
38879	sample3	Region 4	0	2
38881	sample3	Region 4	0	0
38885	sample3	Region 4	0	0
38889	sample3	Region 4	0	2
38890	sample3	Region 4	0	0
38891	sample3	Region 4	0	0
38892	sample3	Region 4	2	6
38893	sample3	Region 4	0	6
38896	sample3	Region 4	1	1
38908	sample3	Region 4	0	2
38909	sample3	Region 4	1	1
38915	sample3	Region 4	0	0
38916	sample3	Region 4	0	0
38918	sample3	Region 4	2	3
38919	sample3	Region 4	1	1
38933	sample3	Region 4	2	3
38940	sample3	Region 4	4	5
38950	sample3	Region 4	4	3
38951	sample3	Region 4	3	4
38956	sample3	Region 4	4	11
38960	sample3	Region 4	0	0
38963	sample3	Region 4	0	2
38965	sample3	Region 4	1	1
38977	sample3	Region 4	4	5
38978	sample3	Region 4	0	6
38980	sample3	Region 4	3	4
38986	sample3	Region 4	0	1
38987	sample3	Region 4	2	6
38988	sample3	Region 4	0	0
38989	sample3	Region 4	0	2
38991	sample3	Region 4	0	0
38993	sample3	Region 4	1	1
39000	sample3	Region 4	0	0
