# Generated: 2026-07-28T14:57:42.433427
# Sample: sample2
# Scanpy: 1.11.5
# Random seed: 0
# n_cells: 10105
	sample	region_annotation	leiden_0_6	leiden_0_8
cellid_000011436-1	sample2	Region 4	3	3
cellid_000011441-1	sample2	Region 4	3	3
cellid_000011444-1	sample2	Region 4	2	1
cellid_000011450-1	sample2	Region 4	3	3
cellid_000011452-1	sample2	Region 4	6	8
cellid_000011453-1	sample2	Region 4	3	3
cellid_000011455-1	sample2	Region 4	3	3
cellid_000011457-1	sample2	Region 4	3	3
cellid_000011459-1	sample2	Region 4	3	3
cellid_000011460-1	sample2	Region 4	3	3
cellid_000011464-1	sample2	Region 4	3	3
cellid_000011468-1	sample2	Region 4	3	3
cellid_000011473-1	sample2	Region 4	0	2
cellid_000011474-1	sample2	Region 4	3	3
cellid_000011482-1	sample2	Region 4	3	3
cellid_000011486-1	sample2	Region 4	3	3
cellid_000011490-1	sample2	Region 4	3	3
cellid_000011497-1	sample2	Region 4	3	3
cellid_000011502-1	sample2	Region 4	0	2
cellid_000011506-1	sample2	Region 4	3	3
cellid_000011507-1	sample2	Region 4	3	3
cellid_000011510-1	sample2	Region 4	3	3
cellid_000011512-1	sample2	Region 4	3	3
cellid_000011518-1	sample2	Region 4	3	3
cellid_000011526-1	sample2	Region 4	0	2
cellid_000011528-1	sample2	Region 4	2	1
cellid_000011529-1	sample2	Region 4	3	3
cellid_000011532-1	sample2	Region 4	2	1
cellid_000011534-1	sample2	Region 4	2	1
cellid_000011535-1	sample2	Region 4	3	3
cellid_000011538-1	sample2	Region 4	3	3
cellid_000011539-1	sample2	Region 4	7	1
cellid_000011543-1	sample2	Region 4	3	3
cellid_000011546-1	sample2	Region 4	3	3
cellid_000011549-1	sample2	Region 4	0	2
cellid_000011551-1	sample2	Region 4	0	2
cellid_000011557-1	sample2	Region 4	3	3
cellid_000011558-1	sample2	Region 4	3	3
cellid_000011562-1	sample2	Region 4	0	2
cellid_000011564-1	sample2	Region 4	6	8
cellid_000011565-1	sample2	Region 4	6	8
cellid_000011567-1	sample2	Region 4	3	3
cellid_000011574-1	sample2	Region 4	3	3
cellid_000011579-1	sample2	Region 4	0	2
cellid_000011581-1	sample2	Region 4	3	3
cellid_000011582-1	sample2	Region 4	3	3
cellid_000011583-1	sample2	Region 4	2	1
cellid_000011586-1	sample2	Region 4	3	3
cellid_000011589-1	sample2	Region 4	3	3
cellid_000011591-1	sample2	Region 4	3	3
cellid_000011593-1	sample2	Region 4	3	3
cellid_000011597-1	sample2	Region 4	3	8
cellid_000011606-1	sample2	Region 4	2	1
cellid_000011607-1	sample2	Region 4	0	2
cellid_000011609-1	sample2	Region 4	3	3
cellid_000011617-1	sample2	Region 4	3	3
cellid_000011618-1	sample2	Region 4	0	2
cellid_000011619-1	sample2	Region 4	3	3
cellid_000011623-1	sample2	Region 4	3	3
cellid_000011630-1	sample2	Region 4	3	3
cellid_000011633-1	sample2	Region 4	3	3
cellid_000011634-1	sample2	Region 4	3	3
cellid_000011635-1	sample2	Region 4	3	3
cellid_000011636-1	sample2	Region 4	0	2
cellid_000011638-1	sample2	Region 4	2	1
cellid_000011640-1	sample2	Region 4	5	6
cellid_000011649-1	sample2	Region 4	2	1
cellid_000011650-1	sample2	Region 4	3	3
cellid_000011657-1	sample2	Region 4	2	1
cellid_000011658-1	sample2	Region 4	2	1
cellid_000011660-1	sample2	Region 4	0	2
cellid_000011661-1	sample2	Region 4	7	4
cellid_000011678-1	sample2	Region 4	2	1
cellid_000011682-1	sample2	Region 4	3	3
cellid_000011685-1	sample2	Region 4	2	1
cellid_000011696-1	sample2	Region 4	2	1
cellid_000011698-1	sample2	Region 4	2	1
cellid_000011700-1	sample2	Region 4	3	3
cellid_000011703-1	sample2	Region 4	2	1
cellid_000011706-1	sample2	Region 4	3	3
cellid_000011713-1	sample2	Region 4	3	3
cellid_000011714-1	sample2	Region 4	3	3
cellid_000011715-1	sample2	Region 4	3	3
cellid_000011716-1	sample2	Region 4	2	1
cellid_000011719-1	sample2	Region 4	3	3
cellid_000011721-1	sample2	Region 4	3	3
cellid_000011722-1	sample2	Region 4	0	2
cellid_000011726-1	sample2	Region 4	3	3
cellid_000011728-1	sample2	Region 4	2	1
cellid_000011729-1	sample2	Region 4	0	2
cellid_000011730-1	sample2	Region 4	3	3
cellid_000011731-1	sample2	Region 4	3	3
cellid_000011744-1	sample2	Region 4	0	2
cellid_000011745-1	sample2	Region 4	3	3
cellid_000011746-1	sample2	Region 4	3	3
cellid_000011748-1	sample2	Region 4	3	3
cellid_000011752-1	sample2	Region 4	2	1
cellid_000011753-1	sample2	Region 4	0	2
cellid_000011758-1	sample2	Region 4	5	6
cellid_000011771-1	sample2	Region 4	0	2
cellid_000011772-1	sample2	Region 4	5	6
cellid_000011777-1	sample2	Region 4	0	2
cellid_000011782-1	sample2	Region 4	2	1
cellid_000011783-1	sample2	Region 4	2	1
cellid_000011785-1	sample2	Region 4	0	2
cellid_000011788-1	sample2	Region 4	2	6
cellid_000011790-1	sample2	Region 4	2	1
cellid_000011792-1	sample2	Region 4	5	6
cellid_000011797-1	sample2	Region 4	5	6
cellid_000011798-1	sample2	Region 4	5	6
cellid_000011801-1	sample2	Region 4	9	9
cellid_000011813-1	sample2	Region 4	2	1
cellid_000011815-1	sample2	Region 4	5	6
cellid_000011816-1	sample2	Region 4	9	9
cellid_000011817-1	sample2	Region 4	0	4
cellid_000011822-1	sample2	Region 4	2	1
cellid_000011827-1	sample2	Region 4	9	9
cellid_000011830-1	sample2	Region 4	0	2
cellid_000011834-1	sample2	Region 4	0	2
cellid_000011836-1	sample2	Region 4	0	2
cellid_000011839-1	sample2	Region 4	0	2
cellid_000011849-1	sample2	Region 4	5	6
cellid_000011853-1	sample2	Region 4	5	6
cellid_000011857-1	sample2	Region 4	0	2
cellid_000011860-1	sample2	Region 4	5	6
cellid_000011863-1	sample2	Region 4	0	2
cellid_000011866-1	sample2	Region 4	2	1
cellid_000011867-1	sample2	Region 4	2	1
cellid_000011871-1	sample2	Region 4	2	1
cellid_000011880-1	sample2	Region 4	2	1
cellid_000011882-1	sample2	Region 4	0	2
cellid_000011891-1	sample2	Region 4	0	2
cellid_000011894-1	sample2	Region 4	2	1
cellid_000011901-1	sample2	Region 4	2	1
cellid_000011902-1	sample2	Region 4	0	2
cellid_000011907-1	sample2	Region 4	5	6
cellid_000011908-1	sample2	Region 4	0	2
cellid_000011915-1	sample2	Region 4	2	1
cellid_000011916-1	sample2	Region 4	0	2
cellid_000011917-1	sample2	Region 4	2	1
cellid_000011925-1	sample2	Region 4	5	6
cellid_000011926-1	sample2	Region 4	5	6
cellid_000011932-1	sample2	Region 4	9	9
cellid_000011933-1	sample2	Region 4	0	2
cellid_000011934-1	sample2	Region 4	0	2
cellid_000011935-1	sample2	Region 4	9	9
cellid_000011938-1	sample2	Region 4	9	9
cellid_000011939-1	sample2	Region 4	8	7
cellid_000011950-1	sample2	Region 4	0	2
cellid_000011951-1	sample2	Region 4	9	9
cellid_000011955-1	sample2	Region 4	0	2
cellid_000011956-1	sample2	Region 4	5	6
cellid_000011957-1	sample2	Region 4	9	9
cellid_000011960-1	sample2	Region 4	0	2
cellid_000011961-1	sample2	Region 4	0	2
cellid_000011963-1	sample2	Region 4	2	1
cellid_000011971-1	sample2	Region 4	2	1
cellid_000011976-1	sample2	Region 4	0	2
cellid_000011977-1	sample2	Region 4	5	6
cellid_000011979-1	sample2	Region 4	2	1
cellid_000011989-1	sample2	Region 4	9	9
cellid_000011997-1	sample2	Region 4	5	6
cellid_000011998-1	sample2	Region 4	0	2
cellid_000012015-1	sample2	Region 4	0	2
cellid_000012017-1	sample2	Region 4	2	1
cellid_000012020-1	sample2	Region 4	2	1
cellid_000012026-1	sample2	Region 4	0	2
cellid_000012027-1	sample2	Region 4	5	6
cellid_000012031-1	sample2	Region 4	0	2
cellid_000012033-1	sample2	Region 4	2	1
cellid_000012036-1	sample2	Region 4	2	1
cellid_000012039-1	sample2	Region 4	2	1
cellid_000012040-1	sample2	Region 4	2	1
cellid_000012041-1	sample2	Region 4	2	1
cellid_000012048-1	sample2	Region 4	0	2
cellid_000012052-1	sample2	Region 4	0	2
cellid_000012054-1	sample2	Region 4	0	2
cellid_000012056-1	sample2	Region 4	0	2
cellid_000012057-1	sample2	Region 4	0	2
cellid_000012058-1	sample2	Region 4	2	1
cellid_000012059-1	sample2	Region 4	0	2
cellid_000012061-1	sample2	Region 4	6	11
cellid_000012064-1	sample2	Region 4	5	6
cellid_000012068-1	sample2	Region 4	5	6
cellid_000012070-1	sample2	Region 4	0	4
cellid_000012071-1	sample2	Region 4	0	2
cellid_000012075-1	sample2	Region 4	2	1
cellid_000012079-1	sample2	Region 4	2	1
cellid_000012081-1	sample2	Region 4	9	9
cellid_000012084-1	sample2	Region 4	0	4
cellid_000012092-1	sample2	Region 4	0	2
cellid_000012094-1	sample2	Region 4	5	6
cellid_000012095-1	sample2	Region 4	0	2
cellid_000012100-1	sample2	Region 4	0	2
cellid_000012102-1	sample2	Region 4	0	2
cellid_000012106-1	sample2	Region 4	0	2
cellid_000012107-1	sample2	Region 4	0	2
cellid_000012110-1	sample2	Region 4	9	9
cellid_000012113-1	sample2	Region 4	0	2
cellid_000012118-1	sample2	Region 4	9	9
cellid_000012119-1	sample2	Region 4	2	1
cellid_000012123-1	sample2	Region 4	0	2
cellid_000012124-1	sample2	Region 4	0	2
cellid_000012126-1	sample2	Region 4	0	2
cellid_000012127-1	sample2	Region 4	0	2
cellid_000012128-1	sample2	Region 4	2	1
cellid_000012129-1	sample2	Region 4	2	1
cellid_000012130-1	sample2	Region 4	0	2
cellid_000012134-1	sample2	Region 4	0	2
cellid_000012135-1	sample2	Region 4	0	2
cellid_000012142-1	sample2	Region 4	0	2
cellid_000012146-1	sample2	Region 4	0	2
cellid_000012148-1	sample2	Region 4	2	1
cellid_000012154-1	sample2	Region 4	2	1
cellid_000012156-1	sample2	Region 4	0	2
cellid_000012163-1	sample2	Region 4	0	2
cellid_000012167-1	sample2	Region 4	5	6
cellid_000012172-1	sample2	Region 4	5	6
cellid_000012174-1	sample2	Region 4	0	2
cellid_000012175-1	sample2	Region 4	0	2
cellid_000012186-1	sample2	Region 4	0	2
cellid_000012187-1	sample2	Region 4	0	2
cellid_000012188-1	sample2	Region 4	8	1
cellid_000012189-1	sample2	Region 4	0	2
cellid_000012194-1	sample2	Region 4	0	2
cellid_000012195-1	sample2	Region 4	0	2
cellid_000012198-1	sample2	Region 4	0	2
cellid_000012199-1	sample2	Region 4	0	2
cellid_000012203-1	sample2	Region 4	0	2
cellid_000012204-1	sample2	Region 4	0	2
cellid_000012206-1	sample2	Region 4	0	2
cellid_000012208-1	sample2	Region 4	0	2
cellid_000012215-1	sample2	Region 4	6	8
cellid_000012217-1	sample2	Region 4	6	8
cellid_000012220-1	sample2	Region 4	9	9
cellid_000012221-1	sample2	Region 4	0	2
cellid_000012224-1	sample2	Region 4	0	2
cellid_000012231-1	sample2	Region 4	5	6
cellid_000012237-1	sample2	Region 4	0	2
cellid_000012238-1	sample2	Region 4	5	6
cellid_000012242-1	sample2	Region 4	0	2
cellid_000012247-1	sample2	Region 4	0	2
cellid_000012249-1	sample2	Region 4	0	2
cellid_000012253-1	sample2	Region 4	0	2
cellid_000012265-1	sample2	Region 4	0	2
cellid_000012269-1	sample2	Region 4	0	2
cellid_000012273-1	sample2	Region 4	0	2
cellid_000012274-1	sample2	Region 4	2	1
cellid_000012283-1	sample2	Region 4	0	2
cellid_000012285-1	sample2	Region 4	9	9
cellid_000012286-1	sample2	Region 4	2	1
cellid_000012287-1	sample2	Region 4	0	2
cellid_000012290-1	sample2	Region 4	0	2
cellid_000012292-1	sample2	Region 4	0	2
cellid_000012293-1	sample2	Region 4	0	2
cellid_000012296-1	sample2	Region 4	0	2
cellid_000012311-1	sample2	Region 4	0	2
cellid_000012312-1	sample2	Region 4	0	2
cellid_000012316-1	sample2	Region 4	9	9
cellid_000012319-1	sample2	Region 4	0	2
cellid_000012324-1	sample2	Region 4	9	9
cellid_000012332-1	sample2	Region 4	0	2
cellid_000012335-1	sample2	Region 4	0	2
cellid_000012336-1	sample2	Region 4	2	1
cellid_000012337-1	sample2	Region 4	3	3
cellid_000012342-1	sample2	Region 4	2	1
cellid_000012343-1	sample2	Region 4	0	2
cellid_000012347-1	sample2	Region 4	2	1
cellid_000012348-1	sample2	Region 4	6	8
cellid_000012350-1	sample2	Region 4	3	3
cellid_000012354-1	sample2	Region 4	0	2
cellid_000012355-1	sample2	Region 4	0	2
cellid_000012359-1	sample2	Region 4	0	2
cellid_000012360-1	sample2	Region 4	0	2
cellid_000012365-1	sample2	Region 4	0	2
cellid_000012366-1	sample2	Region 4	2	1
cellid_000012367-1	sample2	Region 4	9	9
cellid_000012376-1	sample2	Region 4	0	2
cellid_000012377-1	sample2	Region 4	2	1
cellid_000012379-1	sample2	Region 4	0	2
cellid_000012380-1	sample2	Region 4	5	6
cellid_000012382-1	sample2	Region 4	0	2
cellid_000012384-1	sample2	Region 4	0	2
cellid_000012397-1	sample2	Region 4	5	6
cellid_000012404-1	sample2	Region 4	0	2
cellid_000012405-1	sample2	Region 4	6	8
cellid_000012408-1	sample2	Region 4	0	2
cellid_000012411-1	sample2	Region 4	5	6
cellid_000012414-1	sample2	Region 4	0	2
cellid_000012418-1	sample2	Region 4	2	1
cellid_000012419-1	sample2	Region 4	0	2
cellid_000012421-1	sample2	Region 4	2	3
cellid_000012423-1	sample2	Region 4	0	2
cellid_000012424-1	sample2	Region 4	9	9
cellid_000012430-1	sample2	Region 4	0	2
cellid_000012434-1	sample2	Region 4	0	2
cellid_000012436-1	sample2	Region 4	9	9
cellid_000012444-1	sample2	Region 4	0	2
cellid_000012445-1	sample2	Region 4	0	2
cellid_000012446-1	sample2	Region 4	2	1
cellid_000012448-1	sample2	Region 4	0	2
cellid_000012451-1	sample2	Region 4	0	2
cellid_000012455-1	sample2	Region 4	9	9
cellid_000012458-1	sample2	Region 4	0	2
cellid_000012481-1	sample2	Region 4	0	4
cellid_000012482-1	sample2	Region 4	2	1
cellid_000012496-1	sample2	Region 4	0	2
cellid_000012498-1	sample2	Region 4	2	1
cellid_000012501-1	sample2	Region 4	0	2
cellid_000012515-1	sample2	Region 4	9	9
cellid_000012518-1	sample2	Region 4	0	2
cellid_000012519-1	sample2	Region 4	0	2
cellid_000012520-1	sample2	Region 4	0	2
cellid_000012525-1	sample2	Region 4	0	2
cellid_000012526-1	sample2	Region 4	9	9
cellid_000012527-1	sample2	Region 4	0	2
cellid_000012532-1	sample2	Region 4	0	2
cellid_000012535-1	sample2	Region 4	9	9
cellid_000012539-1	sample2	Region 4	0	2
cellid_000012543-1	sample2	Region 4	9	9
cellid_000012544-1	sample2	Region 4	0	2
cellid_000012545-1	sample2	Region 4	2	1
cellid_000012547-1	sample2	Region 4	0	4
cellid_000012579-1	sample2	Region 4	6	8
cellid_000012582-1	sample2	Region 4	2	1
cellid_000012583-1	sample2	Region 4	0	2
cellid_000012588-1	sample2	Region 4	5	6
cellid_000012590-1	sample2	Region 4	9	9
cellid_000012593-1	sample2	Region 4	0	2
cellid_000012598-1	sample2	Region 4	0	2
cellid_000012602-1	sample2	Region 4	0	2
cellid_000012605-1	sample2	Region 4	0	2
cellid_000012606-1	sample2	Region 4	0	2
cellid_000012613-1	sample2	Region 4	0	2
cellid_000012622-1	sample2	Region 4	9	9
cellid_000012623-1	sample2	Region 4	0	2
cellid_000012625-1	sample2	Region 4	9	9
cellid_000012626-1	sample2	Region 4	0	2
cellid_000012630-1	sample2	Region 4	5	6
cellid_000012631-1	sample2	Region 4	9	9
cellid_000012632-1	sample2	Region 4	0	2
cellid_000012633-1	sample2	Region 4	0	2
cellid_000012638-1	sample2	Region 4	9	9
cellid_000012639-1	sample2	Region 4	0	2
cellid_000012647-1	sample2	Region 4	2	1
cellid_000012648-1	sample2	Region 4	0	2
cellid_000012653-1	sample2	Region 4	3	3
cellid_000012655-1	sample2	Region 4	0	2
cellid_000012658-1	sample2	Region 4	2	1
cellid_000012660-1	sample2	Region 4	0	2
cellid_000012662-1	sample2	Region 4	6	8
cellid_000012667-1	sample2	Region 4	2	1
cellid_000012668-1	sample2	Region 4	0	2
cellid_000012670-1	sample2	Region 4	6	8
cellid_000012686-1	sample2	Region 4	0	2
cellid_000012693-1	sample2	Region 4	9	9
cellid_000012712-1	sample2	Region 4	2	1
cellid_000012714-1	sample2	Region 4	0	2
cellid_000012718-1	sample2	Region 4	9	9
cellid_000012720-1	sample2	Region 4	0	2
cellid_000012722-1	sample2	Region 4	0	2
cellid_000012729-1	sample2	Region 4	0	2
cellid_000012730-1	sample2	Region 4	6	8
cellid_000012732-1	sample2	Region 4	0	2
cellid_000012735-1	sample2	Region 4	9	9
cellid_000012740-1	sample2	Region 4	0	2
cellid_000012743-1	sample2	Region 4	0	2
cellid_000012745-1	sample2	Region 4	9	9
cellid_000012747-1	sample2	Region 4	9	9
cellid_000012749-1	sample2	Region 4	9	9
cellid_000012756-1	sample2	Region 4	9	9
cellid_000012759-1	sample2	Region 4	9	9
cellid_000012761-1	sample2	Region 4	0	2
cellid_000012767-1	sample2	Region 4	6	8
cellid_000012777-1	sample2	Region 4	0	2
cellid_000012778-1	sample2	Region 4	9	9
cellid_000012782-1	sample2	Region 4	6	8
cellid_000012784-1	sample2	Region 4	3	3
cellid_000012790-1	sample2	Region 4	2	1
cellid_000012796-1	sample2	Region 4	13	13
cellid_000012836-1	sample2	Region 4	13	13
cellid_000012839-1	sample2	Region 4	5	6
cellid_000012871-1	sample2	Region 4	13	13
cellid_000012877-1	sample2	Region 4	2	1
cellid_000012890-1	sample2	Region 4	13	13
cellid_000012895-1	sample2	Region 4	13	13
cellid_000012920-1	sample2	Region 4	9	7
cellid_000012930-1	sample2	Region 4	9	9
cellid_000012964-1	sample2	Region 4	9	9
cellid_000012969-1	sample2	Region 4	9	9
cellid_000012983-1	sample2	Region 4	0	6
cellid_000012984-1	sample2	Region 4	5	6
cellid_000013002-1	sample2	Region 4	9	9
cellid_000013024-1	sample2	Region 4	13	13
cellid_000013039-1	sample2	Region 4	13	13
cellid_000013040-1	sample2	Region 4	13	13
cellid_000013049-1	sample2	Region 4	13	13
cellid_000013052-1	sample2	Region 4	9	9
cellid_000013054-1	sample2	Region 3	5	6
cellid_000013067-1	sample2	Region 4	9	9
cellid_000013078-1	sample2	Region 4	5	6
cellid_000013082-1	sample2	Region 4	13	13
cellid_000013089-1	sample2	Region 4	13	13
cellid_000013093-1	sample2	Region 4	5	6
cellid_000013094-1	sample2	Unlabeled	2	1
cellid_000013102-1	sample2	Region 4	13	13
cellid_000013152-1	sample2	Region 4	5	6
cellid_000013153-1	sample2	Region 4	9	9
cellid_000013155-1	sample2	Region 4	9	9
cellid_000013165-1	sample2	Region 4	9	9
cellid_000013192-1	sample2	Region 4	9	9
cellid_000013217-1	sample2	Region 4	2	1
cellid_000013228-1	sample2	Region 4	5	6
cellid_000013243-1	sample2	Region 4	13	13
cellid_000013247-1	sample2	Region 4	9	9
cellid_000013249-1	sample2	Region 4	9	9
cellid_000013284-1	sample2	Region 4	5	6
cellid_000013305-1	sample2	Region 4	13	13
cellid_000013314-1	sample2	Region 4	9	9
cellid_000013317-1	sample2	Region 4	1	0
cellid_000013350-1	sample2	Region 4	13	13
cellid_000013382-1	sample2	Region 4	13	13
cellid_000013383-1	sample2	Region 4	0	2
cellid_000013384-1	sample2	Region 4	9	9
cellid_000013392-1	sample2	Region 4	13	13
cellid_000013403-1	sample2	Region 4	13	13
cellid_000013422-1	sample2	Region 4	9	9
cellid_000013427-1	sample2	Region 4	9	9
cellid_000013436-1	sample2	Region 4	5	6
cellid_000013445-1	sample2	Region 4	5	6
cellid_000013448-1	sample2	Region 4	13	13
cellid_000013455-1	sample2	Region 4	9	9
cellid_000013456-1	sample2	Region 4	13	13
cellid_000013461-1	sample2	Region 4	9	9
cellid_000013480-1	sample2	Region 4	9	9
cellid_000013484-1	sample2	Region 4	9	9
cellid_000013485-1	sample2	Region 4	9	9
cellid_000013486-1	sample2	Region 4	9	9
cellid_000013489-1	sample2	Region 4	0	2
cellid_000013534-1	sample2	Unlabeled	5	6
cellid_000013538-1	sample2	Region 4	13	13
cellid_000013539-1	sample2	Region 4	13	13
cellid_000013540-1	sample2	Region 4	5	6
cellid_000013545-1	sample2	Region 4	13	13
cellid_000013549-1	sample2	Region 4	9	9
cellid_000013567-1	sample2	Region 4	9	9
cellid_000013582-1	sample2	Region 4	9	9
cellid_000013584-1	sample2	Region 4	5	6
cellid_000013592-1	sample2	Region 4	9	9
cellid_000013601-1	sample2	Region 4	9	9
cellid_000013611-1	sample2	Region 4	13	13
cellid_000013614-1	sample2	Region 4	13	13
cellid_000013617-1	sample2	Region 4	13	13
cellid_000013634-1	sample2	Region 4	12	15
cellid_000013657-1	sample2	Region 4	9	9
cellid_000013670-1	sample2	Region 4	9	9
cellid_000013677-1	sample2	Region 4	9	9
cellid_000013684-1	sample2	Region 4	5	6
cellid_000013692-1	sample2	Region 3	12	15
cellid_000013694-1	sample2	Region 4	2	1
cellid_000013700-1	sample2	Region 4	9	9
cellid_000013705-1	sample2	Region 4	9	9
cellid_000013715-1	sample2	Region 4	9	9
cellid_000013716-1	sample2	Region 4	13	13
cellid_000013733-1	sample2	Region 4	1	0
cellid_000013736-1	sample2	Region 4	9	9
cellid_000013740-1	sample2	Region 4	9	9
cellid_000013763-1	sample2	Region 4	13	13
cellid_000013764-1	sample2	Unlabeled	12	15
cellid_000013772-1	sample2	Region 4	9	9
cellid_000013775-1	sample2	Region 4	9	9
cellid_000013800-1	sample2	Region 4	9	9
cellid_000013801-1	sample2	Region 4	0	2
cellid_000013812-1	sample2	Region 4	9	9
cellid_000013814-1	sample2	Region 4	9	9
cellid_000013822-1	sample2	Region 4	9	9
cellid_000013830-1	sample2	Region 4	0	2
cellid_000013834-1	sample2	Region 4	9	9
cellid_000013837-1	sample2	Region 4	5	6
cellid_000013855-1	sample2	Region 4	9	9
cellid_000013859-1	sample2	Region 4	6	8
cellid_000013897-1	sample2	Region 4	9	9
cellid_000013904-1	sample2	Region 4	5	6
cellid_000013914-1	sample2	Region 4	0	2
cellid_000013919-1	sample2	Region 4	2	1
cellid_000013922-1	sample2	Region 4	13	13
cellid_000013939-1	sample2	Region 4	9	9
cellid_000013948-1	sample2	Region 4	9	9
cellid_000013983-1	sample2	Region 4	9	9
cellid_000013988-1	sample2	Region 3	4	7
cellid_000013989-1	sample2	Region 3	4	5
cellid_000013994-1	sample2	Region 3	12	15
cellid_000013995-1	sample2	Region 3	4	7
cellid_000013996-1	sample2	Region 3	5	6
cellid_000013997-1	sample2	Region 3	4	5
cellid_000013999-1	sample2	Region 3	4	5
cellid_000014001-1	sample2	Region 3	5	6
cellid_000014008-1	sample2	Region 3	12	15
cellid_000014018-1	sample2	Region 3	5	6
cellid_000014021-1	sample2	Region 3	4	7
cellid_000014022-1	sample2	Region 3	5	6
cellid_000014028-1	sample2	Region 3	4	5
cellid_000014044-1	sample2	Region 3	4	5
cellid_000014046-1	sample2	Region 3	4	5
cellid_000014049-1	sample2	Region 3	6	8
cellid_000014059-1	sample2	Region 3	12	15
cellid_000014066-1	sample2	Region 3	4	5
cellid_000014074-1	sample2	Region 3	4	5
cellid_000014081-1	sample2	Region 3	4	5
cellid_000014083-1	sample2	Region 3	2	1
cellid_000014087-1	sample2	Region 3	5	6
cellid_000014088-1	sample2	Region 3	4	6
cellid_000014097-1	sample2	Region 3	4	5
cellid_000014100-1	sample2	Region 3	4	5
cellid_000014107-1	sample2	Region 3	4	5
cellid_000014112-1	sample2	Region 3	4	7
cellid_000014117-1	sample2	Region 3	4	5
cellid_000014122-1	sample2	Region 3	5	6
cellid_000014124-1	sample2	Region 3	4	7
cellid_000014126-1	sample2	Region 3	5	6
cellid_000014127-1	sample2	Region 3	4	5
cellid_000014134-1	sample2	Region 3	5	6
cellid_000014135-1	sample2	Region 3	5	6
cellid_000014142-1	sample2	Region 3	5	6
cellid_000014143-1	sample2	Region 3	5	6
cellid_000014146-1	sample2	Region 3	4	5
cellid_000014148-1	sample2	Region 3	2	1
cellid_000014150-1	sample2	Region 3	4	5
cellid_000014152-1	sample2	Region 3	4	5
cellid_000014155-1	sample2	Region 3	5	6
cellid_000014161-1	sample2	Region 3	2	1
cellid_000014162-1	sample2	Region 3	4	7
cellid_000014167-1	sample2	Region 3	4	5
cellid_000014168-1	sample2	Region 3	10	10
cellid_000014169-1	sample2	Region 3	4	5
cellid_000014171-1	sample2	Region 3	5	6
cellid_000014173-1	sample2	Region 3	2	1
cellid_000014174-1	sample2	Region 3	5	6
cellid_000014184-1	sample2	Region 3	4	5
cellid_000014187-1	sample2	Region 3	4	7
cellid_000014188-1	sample2	Region 3	2	1
cellid_000014190-1	sample2	Region 3	1	0
cellid_000014192-1	sample2	Region 3	4	5
cellid_000014201-1	sample2	Region 3	6	11
cellid_000014205-1	sample2	Region 3	2	1
cellid_000014215-1	sample2	Region 3	4	5
cellid_000014219-1	sample2	Region 3	4	5
cellid_000014221-1	sample2	Region 3	4	5
cellid_000014222-1	sample2	Region 3	4	7
cellid_000014223-1	sample2	Region 3	10	10
cellid_000014224-1	sample2	Region 3	4	5
cellid_000014226-1	sample2	Region 3	4	5
cellid_000014231-1	sample2	Region 3	12	15
cellid_000014260-1	sample2	Region 3	4	7
cellid_000014261-1	sample2	Region 3	4	5
cellid_000014290-1	sample2	Region 3	2	1
cellid_000014295-1	sample2	Region 3	12	15
cellid_000014296-1	sample2	Region 3	4	5
cellid_000014297-1	sample2	Region 3	4	5
cellid_000014304-1	sample2	Region 3	4	7
cellid_000014308-1	sample2	Region 3	4	5
cellid_000014315-1	sample2	Region 3	6	8
cellid_000014323-1	sample2	Region 3	4	5
cellid_000014326-1	sample2	Region 3	4	5
cellid_000014328-1	sample2	Region 3	12	15
cellid_000014339-1	sample2	Region 3	4	5
cellid_000014341-1	sample2	Region 3	6	11
cellid_000014343-1	sample2	Region 3	4	5
cellid_000014349-1	sample2	Region 3	12	15
cellid_000014350-1	sample2	Region 3	4	7
cellid_000014357-1	sample2	Region 3	4	5
cellid_000014360-1	sample2	Region 3	4	7
cellid_000014363-1	sample2	Region 3	4	5
cellid_000014376-1	sample2	Region 3	4	5
cellid_000014389-1	sample2	Region 3	4	7
cellid_000014391-1	sample2	Region 3	6	8
cellid_000014413-1	sample2	Region 3	4	5
cellid_000014423-1	sample2	Region 3	4	5
cellid_000014428-1	sample2	Region 3	4	5
cellid_000014431-1	sample2	Region 3	4	5
cellid_000014433-1	sample2	Region 3	4	5
cellid_000014439-1	sample2	Region 3	12	15
cellid_000014440-1	sample2	Region 3	6	8
cellid_000014441-1	sample2	Region 3	12	15
cellid_000014443-1	sample2	Region 3	12	15
cellid_000014447-1	sample2	Region 3	4	5
cellid_000014448-1	sample2	Region 3	6	8
cellid_000014453-1	sample2	Region 3	12	15
cellid_000014456-1	sample2	Region 3	2	1
cellid_000014464-1	sample2	Region 3	2	1
cellid_000014467-1	sample2	Region 3	2	1
cellid_000014472-1	sample2	Region 3	4	5
cellid_000014480-1	sample2	Region 3	4	5
cellid_000014484-1	sample2	Region 3	12	15
cellid_000014485-1	sample2	Region 3	2	1
cellid_000014495-1	sample2	Region 3	4	7
cellid_000014496-1	sample2	Region 3	4	5
cellid_000014497-1	sample2	Region 3	4	5
cellid_000014499-1	sample2	Region 3	4	5
cellid_000014502-1	sample2	Region 3	12	15
cellid_000014511-1	sample2	Region 3	4	5
cellid_000014516-1	sample2	Region 3	4	5
cellid_000014520-1	sample2	Region 3	4	5
cellid_000014521-1	sample2	Region 3	4	5
