# Generated: 2026-07-20T17:40:54.507728
# Sample: sample1
# Scanpy: 1.11.5
# Random seed: 0
# n_cells: 18497
	sample	region_annotation	leiden_0_6	leiden_0_8
363	sample1	Region 2	6	7
369	sample1	Region 2	6	7
379	sample1	Region 2	6	7
383	sample1	Region 2	6	7
389	sample1	Region 2	6	7
390	sample1	Region 2	6	7
392	sample1	Region 2	6	7
398	sample1	Region 2	6	7
404	sample1	Region 2	6	7
417	sample1	Region 2	6	7
418	sample1	Region 2	6	7
423	sample1	Region 2	6	7
428	sample1	Region 2	6	7
429	sample1	Region 2	6	7
430	sample1	Region 2	6	7
438	sample1	Region 2	6	7
449	sample1	Region 2	6	7
454	sample1	Region 2	6	7
460	sample1	Region 2	6	7
463	sample1	Region 2	6	7
464	sample1	Region 2	6	7
467	sample1	Region 2	6	7
468	sample1	Region 2	6	7
472	sample1	Region 2	6	7
473	sample1	Region 2	6	7
474	sample1	Region 2	6	7
477	sample1	Region 2	6	7
495	sample1	Region 2	6	7
502	sample1	Region 2	6	7
505	sample1	Region 2	6	7
507	sample1	Region 2	6	7
510	sample1	Region 2	6	7
513	sample1	Region 2	6	7
515	sample1	Region 2	6	7
517	sample1	Region 2	6	7
518	sample1	Region 2	6	7
521	sample1	Region 2	6	7
528	sample1	Region 2	6	7
532	sample1	Region 2	6	7
533	sample1	Region 2	6	7
535	sample1	Region 2	6	7
537	sample1	Region 2	6	7
538	sample1	Region 2	6	7
540	sample1	Region 2	6	7
575	sample1	Region 2	6	7
603	sample1	Region 2	6	7
605	sample1	Region 2	6	7
615	sample1	Region 2	6	7
618	sample1	Region 2	6	7
620	sample1	Region 2	6	7
621	sample1	Region 2	6	7
629	sample1	Region 2	6	7
633	sample1	Region 2	6	7
635	sample1	Region 2	6	7
638	sample1	Region 2	6	7
671	sample1	Region 2	6	7
696	sample1	Region 2	6	7
698	sample1	Region 2	6	7
712	sample1	Region 2	6	7
714	sample1	Region 2	6	7
717	sample1	Region 2	6	7
718	sample1	Region 2	6	7
719	sample1	Region 2	6	7
722	sample1	Region 2	6	7
724	sample1	Region 2	6	7
725	sample1	Region 2	6	7
732	sample1	Region 2	6	7
736	sample1	Region 2	6	7
737	sample1	Region 2	6	7
742	sample1	Region 2	6	7
744	sample1	Region 2	6	7
746	sample1	Region 2	6	7
753	sample1	Region 2	6	7
756	sample1	Region 2	6	7
757	sample1	Region 2	6	7
760	sample1	Region 2	6	7
769	sample1	Region 2	6	7
771	sample1	Region 2	6	7
773	sample1	Region 2	6	7
779	sample1	Region 2	6	7
786	sample1	Region 2	6	7
793	sample1	Region 2	6	7
797	sample1	Region 2	6	7
800	sample1	Region 2	6	7
802	sample1	Region 2	6	7
803	sample1	Region 2	6	7
806	sample1	Region 2	6	7
809	sample1	Region 2	6	7
811	sample1	Region 2	6	7
819	sample1	Region 2	6	7
820	sample1	Region 2	6	7
822	sample1	Region 2	6	7
824	sample1	Region 2	6	7
825	sample1	Region 2	6	7
827	sample1	Region 2	6	7
831	sample1	Region 2	6	7
832	sample1	Region 2	6	7
835	sample1	Region 2	6	7
837	sample1	Region 2	6	7
847	sample1	Region 2	6	7
848	sample1	Region 2	6	7
853	sample1	Region 2	6	7
854	sample1	Region 2	6	7
856	sample1	Region 2	6	7
860	sample1	Region 2	6	7
863	sample1	Region 2	6	7
878	sample1	Region 2	6	7
881	sample1	Region 2	6	7
883	sample1	Region 2	6	7
884	sample1	Region 2	6	7
888	sample1	Region 2	6	7
890	sample1	Region 2	6	7
892	sample1	Region 2	6	7
895	sample1	Region 2	6	7
899	sample1	Region 2	6	7
902	sample1	Region 2	6	7
906	sample1	Region 2	6	7
907	sample1	Region 2	6	7
911	sample1	Region 2	6	7
922	sample1	Region 2	6	7
923	sample1	Region 2	6	7
924	sample1	Region 2	6	7
932	sample1	Region 2	6	7
933	sample1	Region 2	6	7
937	sample1	Region 2	6	7
939	sample1	Region 2	6	7
940	sample1	Region 2	6	7
941	sample1	Region 2	6	7
942	sample1	Region 2	6	7
945	sample1	Region 2	6	7
946	sample1	Region 2	6	7
949	sample1	Region 2	6	7
953	sample1	Region 2	6	7
957	sample1	Region 2	6	7
961	sample1	Region 2	6	7
963	sample1	Region 2	6	7
965	sample1	Region 2	6	7
969	sample1	Region 2	6	7
973	sample1	Region 2	6	7
974	sample1	Region 2	6	7
978	sample1	Region 2	6	7
979	sample1	Region 2	6	7
981	sample1	Region 2	6	7
984	sample1	Region 2	6	7
985	sample1	Region 2	6	7
987	sample1	Region 2	6	7
991	sample1	Region 2	6	7
994	sample1	Region 2	6	7
1000	sample1	Region 2	6	7
1002	sample1	Region 2	6	7
1023	sample1	Region 2	6	7
1028	sample1	Region 2	6	7
1033	sample1	Region 2	6	7
1034	sample1	Region 2	6	7
1036	sample1	Region 2	6	7
1039	sample1	Region 2	6	7
1042	sample1	Region 2	6	7
1045	sample1	Region 2	6	7
1046	sample1	Region 2	6	7
1048	sample1	Region 2	6	7
1060	sample1	Region 2	6	7
1063	sample1	Region 2	6	7
1066	sample1	Region 2	6	7
1069	sample1	Region 2	6	7
1072	sample1	Region 2	6	7
1073	sample1	Region 2	6	7
1076	sample1	Region 2	6	7
1086	sample1	Region 2	6	7
1090	sample1	Region 2	6	7
1093	sample1	Region 2	6	7
1099	sample1	Region 2	6	7
1111	sample1	Region 2	6	7
1118	sample1	Region 2	6	7
1122	sample1	Region 2	6	7
1125	sample1	Region 2	6	7
1131	sample1	Region 2	6	7
1132	sample1	Region 2	6	7
1136	sample1	Region 2	6	7
1137	sample1	Region 2	6	7
1138	sample1	Region 2	6	7
1142	sample1	Region 2	6	7
1143	sample1	Region 2	6	7
1144	sample1	Region 2	6	7
1150	sample1	Region 2	6	7
1152	sample1	Region 2	6	7
1166	sample1	Region 2	6	7
1171	sample1	Region 2	6	7
1177	sample1	Region 2	6	7
1188	sample1	Region 2	6	7
1189	sample1	Region 2	6	7
1193	sample1	Region 2	6	7
1196	sample1	Region 2	6	7
1199	sample1	Region 2	6	7
1204	sample1	Region 2	6	7
1213	sample1	Region 2	6	7
1219	sample1	Region 2	6	7
1220	sample1	Region 2	6	7
1228	sample1	Region 2	6	7
1231	sample1	Region 2	6	7
1233	sample1	Region 2	6	7
1234	sample1	Region 2	6	7
1235	sample1	Region 2	6	7
1243	sample1	Region 2	6	7
1247	sample1	Region 2	6	7
1283	sample1	Region 2	6	7
1284	sample1	Region 2	6	7
1299	sample1	Region 2	6	7
1310	sample1	Region 2	6	7
1313	sample1	Region 2	6	7
1316	sample1	Region 2	6	7
1317	sample1	Region 2	6	7
1321	sample1	Region 2	6	7
1323	sample1	Region 2	6	7
1324	sample1	Region 2	6	7
1328	sample1	Region 2	6	7
1329	sample1	Region 2	6	7
1342	sample1	Region 2	6	7
1344	sample1	Region 2	6	7
1346	sample1	Region 2	6	7
1350	sample1	Region 2	6	7
1356	sample1	Region 2	6	7
1362	sample1	Region 2	6	7
1363	sample1	Region 2	6	7
1364	sample1	Region 2	6	7
1365	sample1	Region 2	6	7
1369	sample1	Region 2	6	7
1371	sample1	Region 2	6	7
1385	sample1	Region 2	6	7
1386	sample1	Region 2	6	7
1387	sample1	Region 2	6	7
1389	sample1	Region 2	6	7
1390	sample1	Region 2	6	7
1394	sample1	Region 2	6	7
1399	sample1	Region 2	6	7
1402	sample1	Region 2	6	7
1404	sample1	Region 2	6	7
1405	sample1	Region 2	6	7
1406	sample1	Region 2	6	7
1412	sample1	Region 2	6	7
1417	sample1	Region 2	6	7
1419	sample1	Region 2	6	7
1420	sample1	Region 2	6	7
1430	sample1	Region 2	6	7
1431	sample1	Region 2	6	7
1434	sample1	Region 2	6	7
1436	sample1	Region 2	6	7
1449	sample1	Region 2	6	7
1455	sample1	Region 2	6	7
1457	sample1	Region 2	6	7
1460	sample1	Region 2	6	7
1465	sample1	Region 2	6	7
1467	sample1	Region 2	6	7
1469	sample1	Region 2	6	7
1471	sample1	Region 2	6	7
1472	sample1	Region 2	6	7
1475	sample1	Region 2	6	7
1477	sample1	Region 2	6	7
1478	sample1	Region 2	6	7
1479	sample1	Region 2	6	7
1482	sample1	Region 2	6	7
1484	sample1	Region 2	6	7
1488	sample1	Region 2	6	7
1490	sample1	Region 2	6	7
1491	sample1	Region 2	6	7
1492	sample1	Region 2	6	7
1493	sample1	Region 2	6	7
1494	sample1	Region 2	6	7
1495	sample1	Region 2	6	7
1499	sample1	Region 2	6	7
1508	sample1	Region 2	6	7
1513	sample1	Region 2	6	7
1516	sample1	Region 2	6	7
1520	sample1	Region 2	6	7
1522	sample1	Region 2	6	7
1533	sample1	Region 2	6	7
1536	sample1	Region 2	6	7
1538	sample1	Region 2	6	7
1544	sample1	Region 2	6	7
1546	sample1	Region 2	6	7
1552	sample1	Region 2	6	7
1554	sample1	Region 2	6	7
1555	sample1	Region 2	6	7
1556	sample1	Region 2	6	7
1558	sample1	Region 2	6	7
1560	sample1	Region 2	6	7
1562	sample1	Region 2	6	7
1563	sample1	Region 2	6	7
1564	sample1	Region 2	6	7
1565	sample1	Region 2	6	7
1606	sample1	Region 2	6	7
1627	sample1	Region 2	6	7
1628	sample1	Region 2	6	7
1637	sample1	Region 2	6	7
1641	sample1	Region 2	6	7
1651	sample1	Region 2	6	7
1652	sample1	Region 2	6	7
1656	sample1	Region 2	6	7
1658	sample1	Region 2	6	7
1659	sample1	Region 2	6	7
1666	sample1	Region 2	6	7
1669	sample1	Region 2	6	7
1670	sample1	Region 2	6	7
1675	sample1	Region 2	6	7
1688	sample1	Region 2	6	7
1690	sample1	Region 2	6	7
1691	sample1	Region 2	6	7
1698	sample1	Region 2	6	7
1702	sample1	Region 2	6	7
1705	sample1	Region 2	6	7
1706	sample1	Region 2	6	7
1709	sample1	Region 2	6	7
1710	sample1	Region 2	6	7
1715	sample1	Region 2	6	7
1717	sample1	Region 2	6	7
1719	sample1	Region 2	6	7
1724	sample1	Region 2	6	7
1725	sample1	Region 2	6	7
1730	sample1	Region 2	6	7
1731	sample1	Region 2	6	7
1732	sample1	Region 2	6	7
1735	sample1	Region 2	6	7
1739	sample1	Region 2	6	7
1743	sample1	Region 2	6	7
1746	sample1	Region 2	6	7
1749	sample1	Region 2	6	7
1762	sample1	Region 2	6	7
1764	sample1	Region 2	6	7
1774	sample1	Region 2	6	7
1776	sample1	Region 2	6	7
1778	sample1	Region 2	6	7
1780	sample1	Region 2	6	7
1785	sample1	Region 2	6	7
1796	sample1	Region 2	3	2
1808	sample1	Region 2	6	7
1838	sample1	Region 2	6	7
1852	sample1	Region 2	6	7
1854	sample1	Region 2	6	7
1855	sample1	Region 2	6	7
1859	sample1	Region 2	6	7
1864	sample1	Region 2	6	7
1868	sample1	Region 2	6	7
1877	sample1	Region 2	6	7
1879	sample1	Region 2	6	7
1886	sample1	Region 2	6	7
1893	sample1	Region 2	6	7
1894	sample1	Region 2	6	7
1896	sample1	Region 2	6	7
1936	sample1	Region 2	6	7
1937	sample1	Region 2	6	7
1939	sample1	Region 2	6	7
1940	sample1	Region 2	6	7
1945	sample1	Region 2	6	7
1947	sample1	Region 2	6	7
1950	sample1	Region 2	6	7
2020	sample1	Region 2	7	10
2061	sample1	Region 2	6	7
2063	sample1	Region 2	6	7
2087	sample1	Region 2	6	7
2092	sample1	Region 2	6	7
2093	sample1	Region 2	6	7
2094	sample1	Region 2	6	7
2095	sample1	Region 2	6	7
2097	sample1	Region 2	6	7
2100	sample1	Region 2	6	7
2103	sample1	Region 2	6	7
2107	sample1	Region 2	6	7
2110	sample1	Region 2	6	7
2111	sample1	Region 2	6	7
2112	sample1	Region 2	6	7
2114	sample1	Region 2	6	7
2117	sample1	Region 2	6	7
2118	sample1	Region 2	6	7
2120	sample1	Region 2	6	7
2124	sample1	Region 2	6	7
2127	sample1	Region 2	6	7
2128	sample1	Region 2	6	7
2136	sample1	Region 2	6	7
2137	sample1	Region 2	6	7
2143	sample1	Region 2	6	7
2152	sample1	Region 2	6	7
2207	sample1	Region 2	6	7
2215	sample1	Region 2	6	7
2226	sample1	Region 2	6	7
2233	sample1	Region 2	6	7
2234	sample1	Region 2	6	7
2238	sample1	Region 2	6	7
2242	sample1	Region 2	3	2
2261	sample1	Region 2	6	7
2262	sample1	Region 2	6	7
2263	sample1	Region 2	6	7
2281	sample1	Region 2	7	10
2382	sample1	Region 2	4	9
2405	sample1	Region 2	6	7
2427	sample1	Region 2	5	3
2479	sample1	Region 2	7	10
2494	sample1	Region 2	4	5
2513	sample1	Region 2	6	7
2518	sample1	Region 2	6	7
2519	sample1	Region 2	6	7
2520	sample1	Region 2	6	7
2522	sample1	Region 2	6	7
2524	sample1	Region 2	6	7
2532	sample1	Region 2	6	7
2535	sample1	Region 2	6	7
2536	sample1	Region 2	6	7
2538	sample1	Region 2	6	7
2540	sample1	Region 2	6	7
2554	sample1	Region 2	6	7
2577	sample1	Region 2	6	7
2579	sample1	Region 2	6	7
2583	sample1	Region 2	6	7
2586	sample1	Region 2	6	7
2589	sample1	Region 2	6	7
2591	sample1	Region 2	6	7
2613	sample1	Region 2	6	7
2627	sample1	Region 2	6	7
2640	sample1	Region 2	6	7
2644	sample1	Region 2	6	7
2647	sample1	Region 2	6	7
2652	sample1	Region 2	6	7
2657	sample1	Region 2	6	7
2669	sample1	Region 2	6	7
2670	sample1	Region 2	6	7
2674	sample1	Region 2	6	7
2677	sample1	Region 2	6	7
2680	sample1	Region 2	6	7
2686	sample1	Region 2	6	7
2691	sample1	Region 2	6	7
2692	sample1	Region 2	6	7
2693	sample1	Region 2	6	7
2695	sample1	Region 2	6	7
2699	sample1	Region 2	6	7
2703	sample1	Region 2	6	7
2704	sample1	Region 2	6	7
2707	sample1	Region 2	6	7
2709	sample1	Region 2	6	7
2715	sample1	Region 2	6	7
2718	sample1	Region 2	6	7
2729	sample1	Region 2	6	7
2731	sample1	Region 2	6	7
2733	sample1	Region 2	6	7
2734	sample1	Region 2	6	7
2737	sample1	Region 2	6	7
2742	sample1	Region 2	6	7
2743	sample1	Region 2	6	7
2750	sample1	Region 2	6	7
2753	sample1	Region 2	6	7
2758	sample1	Region 2	6	7
2762	sample1	Region 2	6	7
2771	sample1	Region 2	6	7
2775	sample1	Region 2	6	7
2778	sample1	Region 2	6	7
2782	sample1	Region 2	6	7
2785	sample1	Region 2	6	7
2789	sample1	Region 2	6	7
2793	sample1	Region 2	6	7
2794	sample1	Region 2	6	7
2796	sample1	Region 2	6	7
2798	sample1	Region 2	6	7
2802	sample1	Region 2	6	7
2803	sample1	Region 2	6	7
2804	sample1	Region 2	6	7
2807	sample1	Region 2	6	7
2808	sample1	Region 2	6	7
2810	sample1	Region 2	6	7
2812	sample1	Region 2	6	7
2817	sample1	Region 2	6	7
2818	sample1	Region 2	6	7
2819	sample1	Region 2	6	7
2823	sample1	Region 2	6	7
2824	sample1	Region 2	6	7
2826	sample1	Region 2	6	7
2830	sample1	Region 2	6	7
2833	sample1	Region 2	6	7
2835	sample1	Region 2	6	7
2839	sample1	Region 2	6	7
2841	sample1	Region 2	6	7
2848	sample1	Region 2	6	7
2859	sample1	Region 2	6	7
2860	sample1	Region 2	6	7
2869	sample1	Region 2	6	7
2870	sample1	Region 2	6	7
2876	sample1	Region 2	6	7
2879	sample1	Region 2	6	7
2880	sample1	Region 2	6	7
2882	sample1	Region 2	6	7
2883	sample1	Region 2	6	7
2885	sample1	Region 2	6	7
2888	sample1	Region 2	6	7
2896	sample1	Region 2	6	7
2898	sample1	Region 2	6	7
2904	sample1	Region 2	6	7
2908	sample1	Region 2	6	7
2911	sample1	Region 2	6	7
2922	sample1	Region 2	6	7
2926	sample1	Region 2	6	7
2929	sample1	Region 2	6	7
2932	sample1	Region 2	6	7
2934	sample1	Region 2	6	7
2936	sample1	Region 2	6	7
2937	sample1	Region 2	6	7
2939	sample1	Region 2	6	7
2943	sample1	Region 2	6	7
2944	sample1	Region 2	6	7
2948	sample1	Region 2	6	7
2949	sample1	Region 2	6	7
2951	sample1	Region 2	6	7
2952	sample1	Region 2	6	7
2953	sample1	Region 2	6	7
2954	sample1	Region 2	6	7
2956	sample1	Region 2	6	7
2958	sample1	Region 2	6	7
2961	sample1	Region 2	6	7
2969	sample1	Region 2	6	7
2973	sample1	Region 2	6	7
2975	sample1	Region 2	6	7
2981	sample1	Region 2	6	7
2983	sample1	Region 2	6	7
2989	sample1	Region 2	6	7
2991	sample1	Region 2	6	7
2994	sample1	Region 2	6	7
2995	sample1	Region 2	6	7
2996	sample1	Region 2	6	7
2997	sample1	Region 2	6	7
2998	sample1	Region 2	6	7
2999	sample1	Region 2	6	7
3014	sample1	Region 2	6	7
3016	sample1	Region 2	6	7
3020	sample1	Region 2	6	7
3021	sample1	Region 2	6	7
3022	sample1	Region 2	6	7
3030	sample1	Region 2	6	7
3031	sample1	Region 2	6	7
3032	sample1	Region 2	6	7
3038	sample1	Region 2	6	7
3065	sample1	Region 2	6	7
3070	sample1	Region 2	6	7
3073	sample1	Region 2	6	7
3074	sample1	Region 2	6	7
3080	sample1	Region 2	6	7
3081	sample1	Region 2	6	7
3085	sample1	Region 2	6	7
3086	sample1	Region 2	6	7
3088	sample1	Region 2	6	7
3091	sample1	Region 2	6	7
3092	sample1	Region 2	6	7
3093	sample1	Region 2	6	7
3095	sample1	Region 2	6	7
3097	sample1	Region 2	6	7
3103	sample1	Region 2	6	7
3112	sample1	Region 2	6	7
3116	sample1	Region 2	6	7
3120	sample1	Region 2	6	7
3124	sample1	Region 2	6	7
3125	sample1	Region 2	6	7
3127	sample1	Region 2	6	7
3133	sample1	Region 2	6	7
3134	sample1	Region 2	6	7
3143	sample1	Region 2	6	7
3144	sample1	Region 2	6	7
3145	sample1	Region 2	6	7
3149	sample1	Region 2	6	7
3154	sample1	Region 2	6	7
3157	sample1	Region 2	6	7
3159	sample1	Region 2	6	7
3165	sample1	Region 2	6	7
3166	sample1	Region 2	6	7
3173	sample1	Region 2	6	7
3175	sample1	Region 2	6	7
3177	sample1	Region 2	6	7
3178	sample1	Region 2	6	7
3195	sample1	Region 2	6	7
3196	sample1	Region 2	6	7
3216	sample1	Region 2	6	7
3217	sample1	Region 2	6	7
3224	sample1	Region 2	6	7
3225	sample1	Region 2	6	7
3236	sample1	Region 2	6	7
3248	sample1	Region 4	2	4
3252	sample1	Region 4	0	2
3261	sample1	Region 4	1	8
3264	sample1	Region 4	0	0
3265	sample1	Region 4	0	0
3267	sample1	Region 4	1	1
3274	sample1	Region 4	0	2
3280	sample1	Region 4	2	4
3285	sample1	Region 4	0	0
3287	sample1	Region 4	1	1
3290	sample1	Region 4	0	0
3291	sample1	Region 4	0	0
3292	sample1	Region 4	3	2
3294	sample1	Region 4	0	2
3295	sample1	Region 4	3	2
3297	sample1	Region 4	2	4
3299	sample1	Region 4	0	0
3301	sample1	Region 4	3	2
3304	sample1	Region 4	0	0
3307	sample1	Region 4	0	0
3309	sample1	Region 4	0	2
3318	sample1	Region 4	0	0
3319	sample1	Region 4	0	0
3326	sample1	Region 4	0	2
3328	sample1	Region 4	0	2
3332	sample1	Region 4	0	0
3333	sample1	Region 4	0	2
3335	sample1	Region 4	2	6
3337	sample1	Region 4	0	0
3345	sample1	Region 4	0	0
3354	sample1	Region 4	0	2
3355	sample1	Region 4	0	0
3363	sample1	Region 4	0	0
3364	sample1	Region 4	0	2
3371	sample1	Region 4	0	2
3373	sample1	Region 4	0	0
3375	sample1	Region 4	1	1
3377	sample1	Region 4	2	4
3378	sample1	Region 4	3	2
3381	sample1	Region 4	0	2
3383	sample1	Region 4	0	0
3396	sample1	Region 4	0	0
3399	sample1	Region 4	0	2
3401	sample1	Region 4	3	2
3402	sample1	Region 4	2	4
3404	sample1	Region 4	0	2
3424	sample1	Region 4	0	0
3429	sample1	Region 4	0	0
3432	sample1	Region 4	0	0
3436	sample1	Region 4	0	1
3440	sample1	Region 4	3	2
3441	sample1	Region 4	0	2
3456	sample1	Region 4	0	0
3457	sample1	Region 4	2	4
3460	sample1	Region 4	0	0
3464	sample1	Region 4	0	0
3468	sample1	Region 4	0	2
3471	sample1	Region 4	0	0
3477	sample1	Region 4	0	0
3480	sample1	Region 4	0	2
3483	sample1	Region 4	3	2
3484	sample1	Region 4	1	1
3487	sample1	Region 4	0	0
3496	sample1	Region 4	1	1
3506	sample1	Region 4	0	0
3507	sample1	Region 4	0	0
3510	sample1	Region 4	0	0
3511	sample1	Region 4	3	2
3526	sample1	Region 4	0	2
3528	sample1	Region 4	0	2
3529	sample1	Region 4	2	4
3530	sample1	Region 4	3	2
3532	sample1	Region 4	1	0
3535	sample1	Region 4	1	1
3540	sample1	Region 4	0	2
3542	sample1	Region 4	2	4
3545	sample1	Region 4	2	4
3550	sample1	Region 4	3	2
3551	sample1	Region 4	1	1
3552	sample1	Region 4	0	0
3554	sample1	Region 4	1	1
3557	sample1	Region 4	0	0
3558	sample1	Region 4	0	0
3560	sample1	Region 4	0	2
3569	sample1	Region 4	0	2
3571	sample1	Region 4	3	2
3576	sample1	Region 4	3	2
3580	sample1	Region 4	1	8
3581	sample1	Region 4	0	2
3582	sample1	Region 4	1	8
3583	sample1	Region 4	3	8
3592	sample1	Region 4	0	0
3595	sample1	Region 4	0	0
3599	sample1	Region 4	0	2
3603	sample1	Region 4	3	2
3604	sample1	Region 4	1	1
3613	sample1	Region 4	3	2
3623	sample1	Region 4	1	4
3624	sample1	Region 4	3	2
3627	sample1	Region 4	0	2
3630	sample1	Region 4	1	1
3636	sample1	Region 4	0	2
3637	sample1	Region 4	0	2
3639	sample1	Region 4	0	6
3641	sample1	Region 4	0	0
3644	sample1	Region 4	0	2
3655	sample1	Region 4	0	0
3656	sample1	Region 4	0	6
3657	sample1	Region 4	0	2
3661	sample1	Region 4	0	6
3665	sample1	Region 4	3	2
3672	sample1	Region 4	3	2
3674	sample1	Region 4	0	2
3676	sample1	Region 4	0	2
3677	sample1	Region 4	3	2
3679	sample1	Region 4	0	0
3684	sample1	Region 4	0	2
3685	sample1	Region 4	3	2
3686	sample1	Region 4	0	2
3688	sample1	Region 4	0	0
3691	sample1	Region 4	0	2
3697	sample1	Region 4	0	0
3698	sample1	Region 4	0	2
3711	sample1	Region 4	0	0
3713	sample1	Region 4	3	2
3715	sample1	Region 4	0	0
3717	sample1	Region 4	0	2
3722	sample1	Region 4	4	5
3727	sample1	Region 4	3	2
3728	sample1	Region 4	0	0
3732	sample1	Region 4	0	2
3735	sample1	Region 4	1	1
3736	sample1	Region 4	0	0
3741	sample1	Region 4	3	2
3742	sample1	Region 4	0	2
3744	sample1	Region 4	1	1
3746	sample1	Region 4	0	0
3748	sample1	Region 4	0	2
3750	sample1	Region 4	3	2
3758	sample1	Region 4	1	1
3759	sample1	Region 4	1	1
3762	sample1	Region 4	2	4
3765	sample1	Region 4	5	3
3766	sample1	Region 4	0	0
3770	sample1	Region 4	1	1
3777	sample1	Region 4	0	0
3779	sample1	Region 4	1	1
3780	sample1	Region 4	0	0
3787	sample1	Region 4	3	2
3791	sample1	Region 4	0	2
3792	sample1	Region 4	0	2
3794	sample1	Region 4	1	1
3796	sample1	Region 4	0	2
3799	sample1	Region 4	0	0
3800	sample1	Region 4	0	0
3802	sample1	Region 4	0	0
3804	sample1	Region 4	0	2
3805	sample1	Region 4	0	2
3806	sample1	Region 4	0	0
3808	sample1	Region 4	0	2
3810	sample1	Region 4	0	2
3814	sample1	Region 4	3	2
3816	sample1	Region 4	1	2
3819	sample1	Region 4	0	2
3821	sample1	Region 4	0	0
3824	sample1	Region 4	3	2
3828	sample1	Region 4	0	0
3830	sample1	Region 4	0	2
3834	sample1	Region 4	0	2
3835	sample1	Region 4	0	2
3837	sample1	Region 4	0	2
3840	sample1	Region 4	3	2
3843	sample1	Region 4	1	1
3845	sample1	Region 4	1	1
3846	sample1	Region 4	0	0
3851	sample1	Region 4	3	2
3858	sample1	Region 4	0	0
3866	sample1	Region 4	0	0
3867	sample1	Region 4	0	0
3870	sample1	Region 4	3	2
3871	sample1	Region 4	0	0
3881	sample1	Region 4	1	1
3885	sample1	Region 4	2	4
3887	sample1	Region 4	0	2
3888	sample1	Region 4	0	2
3890	sample1	Region 4	3	2
3893	sample1	Region 4	0	2
3894	sample1	Region 4	0	0
3897	sample1	Region 4	0	2
3901	sample1	Region 4	1	8
3905	sample1	Region 4	3	2
3908	sample1	Region 4	0	0
3911	sample1	Region 4	3	2
3915	sample1	Region 4	3	2
3920	sample1	Region 4	0	2
3921	sample1	Region 4	1	1
3922	sample1	Region 4	0	2
3925	sample1	Region 4	0	2
3926	sample1	Region 4	3	2
3929	sample1	Region 4	3	2
3933	sample1	Region 4	0	0
3937	sample1	Region 4	5	3
3938	sample1	Region 4	3	2
3940	sample1	Region 4	3	8
3941	sample1	Region 4	3	2
